"Original Text","Label"
"Chúng ta khám phá bản thân, học hỏi kiến thức, đối mặt xung đột để hóa giải cảm xúc, hy vọng bản thân trưởng thành, lúc này sẽ đi kèm với sự đột phá và trưởng thành của bản thân, nhưng thế nào mới được coi là tự đột phá và vượt qua?","0"
"Sau khi lên cấp hai, con có hiện tượng cắn móng tay, xé da ngón tay, kết quả học tập tốt, cha mẹ đặt yêu cầu cao trong học tập cho con, cảm thấy con không tự tin trong học tập.","0"
"Trong quá trình điều trị, phản chuyển đồng nhất và phản chuyển bổ sung tồn tại đồng thời, hay có trình tự trước sau?","0"
"Uống thuốc tây ba năm rồi mà vẫn chưa khỏi, đông y có chữa khỏi trầm cảm được không? Có ai có trường hợp thực tế chữa khỏi trầm cảm không, chia sẻ với. Cảm ơn!","0"
"Khi trò chuyện luôn không nắm bắt được ý của đối phương, nói được vài câu là cả hai bên đều không có gì để nói.","1"
"Suốt ngày tâm trạng thấp thỏm, ban đêm đặc biệt khó chịu, khó thở, muốn đi bệnh viện khám nhưng không muốn nói với gia đình, muốn tự mua thuốc uống, hoặc có cách nào khác để giảm bớt cảm xúc này không.","1"
"Đối xử với hai người, thái độ của tôi đối với họ đều khác nhau, cảm thấy ảnh hưởng đến các mối quan hệ xã hội của mình.","0"
"Không biết tại sao không muốn nhắc đến quá khứ và những chuyện đã qua, cũng không muốn liên lạc với những người cũ.","0"
"Hôm nay con trai quên mang đồng hồ điện thoại, tôi rất sợ hãi và lo lắng, cảm thấy mình không thể kiểm soát được sự lo lắng của mình, tôi không biết tại sao? Có thể giúp tôi không?","1"
"Đột nhiên cảm thấy cực kỳ điên cuồng muốn giết người, ngứa ngáy trong lòng là sao vậy?","1"
"Một người luôn đứng trước gương nhấn mạnh Bạn là XXX. là tâm lý gì.","0"
"Cùng bạn bè mở một quán trà sữa, bây giờ là mùa đông, kinh doanh không tốt, nợ nần chồng chất, lòng rất mệt mỏi, rất muốn bỏ cuộc, nhưng lại không nỡ.","1"
"Gần đây con đi học hay lơ đãng, tan học lại chơi điện thoại. Không biết phải làm sao.","0"
"Tôi làm việc ở cục điện lực, vì áp lực công việc và vợ con ở xa nên mắc bệnh trầm cảm, xin hỏi có thể xin nghỉ ốm ở cơ quan không?","0"
"Tôi là trưởng phòng. Trong phòng có đồng nghiệp mang thai sắp nghỉ thai sản. Vì phòng chúng tôi công việc nhiều, không thể để trống vị trí cho cô ấy, nên không biết nói chuyện này với cô ấy thế nào, xin giúp đỡ.","0"
"Ngày nào cũng bị mắng vô cớ ở nhà, sắp phát điên rồi, muốn chết quá.","1"
"Cả hai đều tái hôn, che giấu chuyện quá khứ, có phải là lừa dối không?","0"
"Nữ 65 tuổi, ngày nào cũng chỉ biết bới lông tìm vết. Nhìn người khác toàn là khuyết điểm, làm sao đây?","1"
"Gần đây viết bài, phát hiện mình viết một hồi lại lạc đề, có phương pháp nào tốt không?","0"
"Ban đầu muốn làm một việc rất quan trọng, nhưng lại luôn trì hoãn, luôn muốn chờ đợi vận may, cầu nguyện mình gặp may mắn!","1"
"Dù gửi tin nhắn cho ai, luôn phải kiểm tra, đảm bảo không có lỗi chính tả, không có giọng điệu không tốt, không bất kính.","1"
"Cần cố gắng, nhưng cố gắng thực sự khó quá, thực sự là như vậy rồi sao, dù rất không cam lòng, nhưng lại bất lực.","1"
"Cứ đến mùa đông là không muốn vận động, làm sao đây? Trước đây thích đi bộ bên ngoài, bây giờ đi bộ cũng lạnh, đặc biệt là tai và tay.","0"
"Có những người quan tâm đến những lợi ích nhỏ nhặt, dường như hướng dẫn thế nào cũng không có hiệu quả, làm thế nào để xử lý tốt mối quan hệ với những người như vậy?","0"
"Càng lớn càng nhát gan, không dám thử, không tự tin, làm sao để khắc phục?","0"
"Đôi khi tôi buồn bã đến mức không ngủ được, đầu óc không ngừng suy nghĩ, trằn trọc vài tiếng đồng hồ không ngủ được.","1"
"Mong đối tượng mình vừa quen gần đây chịu ở bên mình, vì ban đầu anh ấy rất nhiệt tình, gần đây lại nói bận công việc nên hai lần hẹn hò đều lỡ hẹn.","0"
"Thích một người, không biết làm sao để theo đuổi, cô ấy 26 tuổi rồi, tôi mới 21.","0"
"Càng ngày càng không rõ sống để làm gì, chúng ta sống vì tình yêu hay vật chất, cố gắng học hành làm việc vất vả, cuối cùng về già mới được nghỉ ngơi nhưng cũng không còn xa cái chết nữa, vậy chúng ta sống để làm gì?","1"
"Trong cuộc sống và công việc, đàn ông dường như tự tin hơn, phụ nữ lại dễ nghi ngờ bản thân, gặp chuyện thường nghĩ trước tiên có phải là lỗi của mình không. Tại sao lại có sự khác biệt này, làm thế nào để con gái có thể tự tin hơn?","0"
"Tại sao thôi miên và phân tâm học kết hợp lại có hiệu quả tốt? Có kỹ thuật nào khác kết hợp được với phân tâm học không? Ví dụ như liệu pháp âm nhạc?","0"
"Đột nhiên phát hiện mình sống quá ích kỷ, không biết cảm xúc của người khác, thường xuyên bị một câu nói của người khác làm bùng nổ, làm thế nào để mình bắt đầu nhận thức được người khác?","0"
"Gần đây, xuất hiện những nỗi buồn vô cớ, cảm thấy cuộc sống mất đi màu sắc, cứ như vậy, không có mục tiêu gì, nên làm thế nào đây?","1"
"Luôn cảm thấy thiếu tự tin? Làm thế nào để tăng cường sự tự tin, rất bối rối, ví dụ như lo lắng công việc làm không tốt, người khác không công nhận.","1"
"Đã tham gia hai hoạt động điểm danh của nền tảng, luôn bị người khác đè bẹp, tôi muốn hỏi, những người bạn trẻ thức khuya điểm danh đó, điều gì đã giúp các bạn kiên trì đến bây giờ? Cảm ơn.","0"
"Nhiều việc thì dễ tiêu cực, suy nghĩ nhiều, không có cảm giác an toàn thì phải làm sao?","1"
"Kể từ khi bố mẹ ly hôn một năm trước, tôi liên tục bị mất ngủ. Dùng thuốc ngủ gần nửa năm rồi, tôi rất lo lắng mình có bị nghiện không.","1"
"Nhìn cuộc sống của bạn bè tôi rất ngưỡng mộ, họ nghĩ tôi rất tốt, trong lòng tôi luôn không hài lòng, tâm trạng không tốt.","1"
"Hiện tại cân nặng hơi vượt mức, cần giảm một chút, không kiên trì được thì làm sao?","0"
"Tôi thấy trình độ của mình hơi thấp, tôi nên nâng cao như thế nào? Làm thế nào để duy trì ổn định?","0"
"Làm thế nào để thoát khỏi lời nguyền ba phút nóng? Làm thế nào để thực sự yêu thích một điều gì đó? Làm thế nào để đánh thức trái tim đang ngủ yên? Làm thế nào để những người thất bại quay trở lại?...","0"
"Con tôi thường nói học không có ý nghĩa, ở nhà không có ý nghĩa, chơi game cũng không có ý nghĩa, thực sự không biết phải làm sao?","1"
"Làm thế nào mới là một người mẹ đạt chuẩn? Mỗi ngày toàn thời gian chăm con, nhưng vẫn không làm tốt vai trò người mẹ? Trở thành một người mẹ đạt chuẩn khó đến vậy sao?","0"
"Trong lòng luôn hoảng sợ, khó tin tưởng người khác, không thể mở lòng với người khác, sợ bị bỏ rơi, thường sống trong bất an, làm thế nào để điều chỉnh trạng thái này?","1"
"Luôn cảm thấy mình không tốt, không đủ xuất sắc, chính là có lỗi với cha mẹ, tôi làm thế nào mới có thể sống tốt cho bản thân?","1"
"Tôi mệt mỏi quá, trong lòng có một nỗi đau không thể giải tỏa, cảm thấy không có ý nghĩa gì nữa.","1"
"Lo lắng, bất an, có tâm nhưng vô lực. Làm một con heo cũng tốt. Không vui không vui.","1"
"Vì tìm việc không thuận lợi, hiện tại quay lại học, nhưng luôn không thể tập trung, mắt nhìn sách, tư tưởng lại đi xa, xin giải đáp.","0"
"Tôi không thể hiểu tại sao mình lại đưa ra quyết định như vậy, hành vi bốc đồng khiến tôi rất khổ sở, tôi phải làm sao?","0"
"Sau sinh tâm trạng thấp thỏm, thiếu cảm giác an toàn, đặc biệt là vào buổi tối, nhắm mắt lại là suy nghĩ lung tung, rơi nước mắt.","1"
"Luôn sống một cách mơ hồ, chưa bao giờ nghĩ mình thực sự thích gì, nên phát triển theo hướng nào, chỉ đi theo giáo viên, cha mẹ, nhưng như vậy lại không tìm thấy động lực để tiến lên.","0"
"Cuối tuần sẽ gửi lời chúc cuối tuần vui vẻ vào buổi sáng. Anh ấy là lãnh đạo.","0"
"Bạn bè giới thiệu một cô gái, ở bên cô ấy rất vui vẻ, đã đi du lịch cùng nhau, tính cách của tôi khá nội tâm, nhưng đôi khi không biết nói chuyện gì với cô ấy, nên có chút ngượng ngùng.","0"
"Trước đây thích giao tiếp xã hội và các hoạt động xã hội, theo thời gian trôi đi, càng ngày càng thích ở một mình tận hưởng sự yên tĩnh và bình lặng, càng ngày càng yêu cuộc sống bình yên và trân trọng khoảnh khắc hiện tại, có phải là già rồi không?","0"
"Luôn không kiểm soát được những ham muốn nhỏ trong lòng, mặc dù những điều này sẽ không khiến tôi phạm phải những sai lầm mang tính nguyên tắc, nhưng cũng sẽ mang lại đủ loại rắc rối. Có cách nào để nâng cao khả năng tự chủ của bản thân không?","0"
"Hiện tại tôi không thể làm việc tốt. Tôi không muốn làm công việc hiện tại. Từ trong lòng tôi cảm thấy công việc này không có tương lai. Nhưng cũng không có dũng khí để thay đổi. Bản thân tự ti và không muốn chấp nhận việc chuyển ngành sẽ dẫn đến kinh tế suy giảm.","1"
"Cảm thấy cuộc sống hàng ngày đều theo một khuôn mẫu không có ý nghĩa gì thì phải làm sao?","1"
"Khi tư vấn sẽ sợ một số chuyện riêng tư không tiện nói. Những suy nghĩ vẩn vơ của bản thân.","0"
"Gần đây xảy ra nhiều vấn đề, vốn dĩ bình thường, nhưng vẫn vô cớ mất kiểm soát cảm xúc, muốn tự véo mình, muốn tự đánh mình, muốn đập phá đồ đạc.","1"
"Cảm thấy mình làm việc rất chậm chạp, lần nào cũng không đúng theo kế hoạch của mình, làm thế nào để sắp xếp thời gian hợp lý?","0"
"Dễ khóc, rất dễ khóc, một chút chuyện buồn cũng khóc, đôi khi ngủ nghĩ một số vấn đề cũng chảy nước mắt, luôn không kiểm soát được cảm xúc, phải làm sao mới tốt?","1"
"Người khác hoàn toàn không quan tâm, nhưng bạn lại rất coi trọng, người khác thấy không có gì nhỏ nhặt lại trở thành tình huống cô lập mình ở đây, là tôi thực sự quá nhạy cảm, hay người khác cố ý làm vậy, nhắm vào tôi?","1"
"Tại sao nói chuyện và ở bên người mình thích không có vấn đề gì, nhưng sau khi xác nhận anh ấy thích mình, ở riêng một mình lại cảm thấy rất khó chịu và không thoải mái. Thậm chí sẽ bắt đầu ghét bỏ.","0"
"Tại sao việc tự nhận thức trong thiền chánh niệm lại khó chịu? Thực hiện các loại thiền khác rất thoải mái, rất bối rối.","0"
"Bản thân rất muốn cố gắng học tập, nhưng lại không thể kiên trì được, phải làm sao đây?","1"
"Chỉ cần ở nơi đông người là tôi lại căng thẳng, không biết nói gì. Thấy người khác nói chuyện rôm rả, nhưng tôi lại không thể nói được câu nào, tôi sẽ cảm thấy rất xấu hổ. Tôi nên làm gì đây?","0"
"Trình độ học vấn của tôi là cấp ba, tôi thậm chí còn không biết sử dụng phần mềm văn phòng Office, ngoài việc đi làm phục vụ, tôi không thích làm phục vụ, tôi còn có thể làm công việc gì khác?","0"
"Con một, bây giờ bắt đầu đi làm. Từ nhỏ gia đình đã rất quan tâm đến tôi, sắp xếp mọi thứ cho tôi, can thiệp vào cuộc sống, công việc và các mối quan hệ bạn bè của tôi, rất khổ sở.","0"
"Người yêu muốn gọi thoại, còn tôi không thích lắm, không muốn nói chuyện, chỉ muốn nhắn tin và nghe, nên nói là phải làm việc, bị người yêu nói là ích kỷ, hai người cãi nhau. Đây có phải là ích kỷ không?","0"
"Đối với một loại sự vật nào đó rất say mê, trên mạng cũng thường xuyên tiếp xúc với những sự vật như vậy, thử tiếp xúc không thành công, đối với việc người khác có thể sở hữu mà mình lại không thể, cảm thấy rất đau khổ.","1"
"Tuổi đã lớn, gia đình cũng thúc giục, bản thân cũng rất lo lắng, nhưng vòng tròn xã hội quá nhỏ, gia đình bảo đi xem mắt, bản thân cũng muốn, nhưng lại không muốn, rất kháng cự. Phải làm sao đây?","0"
"Thích chuyên gia tư vấn, ngày nào cũng nghĩ đến anh ấy, ngày nào cũng mơ thấy anh ấy, nhưng kết thúc tư vấn lại không hồi phục được rất khó chịu, phải làm sao, vẫn thích anh ấy.","1"
"Càng ngày càng nhận ra tác dụng của việc tập thể dục, vì vậy muốn chạy bộ, kiên trì được vài ngày thì lại gián đoạn, luôn bị một số việc làm gián đoạn, phải làm sao đây?","0"
"Làm thế nào để chung sống với người có cảm xúc không ổn định? Chỉ cần một câu nói không phù hợp là đã nổi trận lôi đình?","0"
"Gần đây phát hiện trường học có rất nhiều người ăn trộm đồ ăn đặt hàng, tại sao đều là sinh viên đại học, tại sao có người lại có hành vi ăn trộm đồ ăn đặt hàng? Hơi bối rối, điều gì đã kích thích hành vi đó của họ.","0"
"Gặp chuyện dễ nóng nảy, không thể kiểm soát tốt cảm xúc của mình, phải làm sao?","0"
"Sống mỗi ngày rất nghiêm túc, nhưng luôn cảm thấy mỗi ngày vội vã, kế hoạch học tập đã đặt ra đều không hoàn thành được, rất băn khoăn.","1"
"Không biết là đau bụng thực sự về mặt sinh lý hay là đau đớn về mặt tâm lý.","0"
"Khi thấy những người xung quanh rất giỏi giang, kiếm được tiền, mọi mặt đều tốt, tôi không kìm được sự ghen tị, cảm thấy tự ti, cảm thấy mình sống không tốt.","1"
"Con đi mẫu giáo, bạn học đã đăng ký 8 lớp ngoại khóa rồi, tôi sợ con thua ngay từ vạch xuất phát, nhưng tôi cũng không thể đăng ký nhiều lớp như vậy, không có thời gian, không có sức lực, không có tiền, lo lắng quá.","1"
"Mỗi ngày gọi con dậy đều lề mề, còn không vui, làm thế nào để gọi là dậy ngay, gọi là đứng dậy ngay? Làm tôi cũng không vui.","0"
"Nam 40 tuổi, áp lực lớn bị rụng tóc phải làm sao, làm thế nào để giảm bớt.","0"
"Dạo này hơi chán học, không cảm nhận được tình cảm của bố mẹ dành cho mình, vì lý do gia đình, nghĩ đến chuyện kiếm tiền, lại lo lắng về các mối quan hệ xã hội.","0"
"Gần đây luôn cảm thấy tổn thương từ gia đình gốc rất sâu rất sâu, sâu đến mức không thể lành lại, tại sao đã gần 40 tuổi rồi mà vẫn không thoát khỏi tổn thương từ gia đình gốc?","1"
"Con trai làm kinh doanh cá thể, ban đầu rất tốt, làm việc từ sáng sớm đến tối khuya, sau đó gặp thất bại trong tình cảm, kinh doanh không tốt, thì chìm đắm vào quán net.","0"
"Hôm nay là sinh nhật của tôi, nhưng tôi thực sự rất sợ mình không thể kiên trì được, tôi rất sợ mình sẽ chết vào ngày sinh nhật này.","1"
"Luôn thi không tốt, không nhớ được, rồi thì lo lắng, không thể học bình thường, đã đi bệnh viện rồi, nhưng cảm thấy nó không có tác dụng gì.","1"
"Giới hạn với bố mẹ không rõ ràng, bị can thiệp rất nhiều, làm thế nào để thoát khỏi những sự kiểm soát này?","0"
"Năm nay, trên mặt tôi không còn nụ cười nữa, đặc biệt ngưỡng mộ những người có ánh sáng trong mắt, làm thế nào để trở lại như xưa có nụ cười?","1"
"Tôi tưởng mình rất lương thiện, nhưng lại thấy mình là một người xấu, máu lạnh vô tình, chỉ nghĩ cho bản thân!","1"
"Làm việc luôn cảm thấy không thể, luôn thích nghĩ về điều xấu, từ trước đến nay đều bị những suy nghĩ tiêu cực này làm phiền, làm thế nào để phá vỡ xiềng xích này?","1"
"Bắt đầu từ cấp ba đã phát hiện các bạn xung quanh học toán rất dễ dàng, bản thân tốn nhiều thời gian hơn, cũng không học tốt bằng các bạn, sau cấp ba kết quả toán càng kém, cơ bản là trượt.","0"
"Tại sao con người lại xuất hiện ảo giác? Có phải là bị bệnh rồi không? Có phải xuất hiện ảo giác thì phải đi bệnh viện khám ngay không? Tình trạng bệnh có nghiêm trọng lắm không?","0"
"Tôi là học sinh cấp hai, đôi khi lòng tự trọng rất mạnh, nhưng nói lắp là điều tôi ghét nhất, từ nhỏ đã nói lắp, cứ nói là lại căng thẳng vô cớ, căng thẳng thì không nói được, phải làm sao?","0"
"Không phải tôi đa nghi quá, mà là thực sự họ đang nói tôi, tôi không biết tại sao, tôi đã rất cố gắng đối xử tốt với các bạn mà, thực sự không hiểu nổi.","1"
"Cuối cùng tôi vẫn phá hủy thứ gọi là tình bạn, người tôi thích cũng rời bỏ tôi vì không chịu nổi tôi, bố mẹ cũng dần xa lánh tôi, bạn trai hiện tại của tôi đánh đập tôi, mắng chửi tôi, tôi còn bị ép phải trao lần đầu tiên cho anh ta.","1"
"Luôn sợ nói sai, cảm thấy nói không đủ tốt, người khác không chấp nhận mình.","1"
"Dường như luôn rất khó tin tưởng người khác, luôn cảm thấy đằng sau mỗi câu nói của người khác đều có nhiều mục đích, nhưng đôi khi lại rất dễ tin người khác, khiến bản thân rất bối rối và không thoải mái.","1"
"Kết hôn mười năm rồi, chồng có vài lần say rượu nghiêm trọng, lần nào tôi cũng không muốn nói chuyện với anh ấy. Tối qua lại như vậy, thật đáng sợ, tôi rất ghét cảm giác đó. Anh ấy bị sao vậy?","0"
"Bản thân tính cách nội tâm đặc biệt sợ hãi khi ở một mình trong môi trường mới, không thích ăn một mình, đi học một mình, đi mua sắm một mình, nghĩ đến việc phải chuyển đến ký túc xá mới một mình là đã rất sợ hãi rồi, phải làm sao đây?","1"
"Thực sự không muốn đeo kính, có phương pháp tâm lý nào để thay đổi niềm tin của tôi, cải thiện thị lực không?","0"
"Cảm thấy mình vô công rồi nghề thì phải làm sao, mỗi ngày đi làm cảm thấy đều làm những việc giống nhau, không có cảm giác thành tựu.","1"
"Sự chồng chất của đủ thứ chuyện, rất nhiều chuyện, đều rất phiền muộn, rất muốn bỏ đi, mặc dù rất có lỗi với người thân bạn bè, nhưng tôi thực sự không chịu nổi nữa rồi.","1"
"Ở bên bạn bè không có cảm giác tồn tại, người khác kể chuyện về bản thân, tôi nói gì hình như cũng không ai quan tâm, không có cảm giác tồn tại, tôi cũng không phải là người giỏi thể hiện, tôi nên cải thiện tình hình này như thế nào?","1"
"13 tuổi, học lớp bảy. Ở nhà, dù tôi có làm sao, người khác có làm gì tôi, bố mẹ nói ra, chỉ có một câu là đáng đời. Thế giới này quá ồn ào, không phù hợp với tôi.","1"
"Trong cuộc sống tôi biết quản lý cảm xúc rất quan trọng, nhưng tôi lại không kiểm soát được cảm xúc của mình, phải làm sao đây?","0"
"Anh ấy vì uống rượu mà gây ra rất nhiều chuyện rồi, tốn rất nhiều tiền rồi. Muốn cai rượu, nhưng môi trường luôn ảnh hưởng đến anh ấy, không thể cai được.","0"
"Khi tôi muốn giúp đỡ, nhưng tôi do dự, thì họ đã phủ nhận tôi rồi, tôi phải làm sao, tôi phải làm gì?","0"
"Đã yêu bạn trai được bốn năm rồi, gần đây thường xuyên hiểu lầm anh ấy, hễ anh ấy có tiếp xúc với bạn nữ trong lớp là tôi lại tưởng tượng lung tung về mối quan hệ giữa họ, mỗi lần bạn trai giải thích xong đều phát hiện ra vấn đề đều là do tôi nghĩ ra.","1"
"Tại sao ngay từ đầu phải chuẩn bị tâm lý tốt để làm việc? Cảm thấy nếu ngay từ đầu không chuẩn bị tốt, sau này gặp vấn đề sẽ khó điều chỉnh kịp thời, dễ rơi vào bế tắc.","0"
"Bạn gái muốn đi làm ở quán bar, mặc đồng phục gợi cảm, rất khó chịu, phải làm sao?","0"
"Trước đây thì không sao, các bạn làm một việc là anh ấy đã rất buồn rồi, tôi nên khuyên anh ấy như thế nào?","0"
"Mối quan hệ của chúng tôi rất tốt, khi đang chơi cô ấy hôn môi tôi một cái, điều này khiến tôi cảm thấy rất kinh tởm, bây giờ nhớ lại, có chút buồn nôn, tôi bị làm sao vậy?","1"
"Tôi cho rằng năng lực học tập là có hạn, nếu dùng hết một lần, sau này sẽ không muốn dùng nữa, đây cũng là một trong những lý do khiến nhiều học sinh giỏi sau khi vào đời không muốn tiếp tục phấn đấu, bạn nghĩ sao?","0"
"Thấy có người mỗi ngày mặc quần áo giống nhau, tủ quần áo toàn là vest đen, đây có phải là bệnh ám ảnh cưỡng chế không?","0"
"Hiện tại tôi là sinh viên năm nhất, vừa nãy bạn cùng phòng nói có một bạn học đã rút khỏi phòng ban, thì bị đưa vào danh sách đen rồi, tôi cảm thấy rất áp lực.","1"
"Tình yêu vừa tròn hai năm, đã kết thúc. Rõ ràng biết không hợp, nhiều điều không hài lòng, thường xuyên cãi vã đến mức sụp đổ, thậm chí còn có sự phản bội, nhưng tại sao chia tay rồi, vẫn cảm thấy áp lực, khó chịu?","1"
