Original Text,Label
"Ban đầu muốn làm một việc rất quan trọng, nhưng lại luôn trì hoãn, luôn muốn chờ đợi vận may, cầu nguyện mình gặp may mắn!",1
"Dù gửi tin nhắn cho ai, luôn phải kiểm tra, đảm bảo không có lỗi chính tả, không có giọng điệu không tốt, không bất kính.",1
"Cần cố gắng, nhưng cố gắng thực sự khó quá, thực sự là như vậy rồi sao, dù rất không cam lòng, nhưng lại bất lực.",1
"Đôi khi tôi buồn bã đến mức không ngủ được, đầu óc không ngừng suy nghĩ, trằn trọc vài tiếng đồng hồ không ngủ được.",1
"Càng ngày càng không rõ sống để làm gì, chúng ta sống vì tình yêu hay vật chất, cố gắng học hành làm việc vất vả, cuối cùng về già mới được nghỉ ngơi nhưng cũng không còn xa cái chết nữa, vậy chúng ta sống để làm gì?",1
"Gần đây, xuất hiện những nỗi buồn vô cớ, cảm thấy cuộc sống mất đi màu sắc, cứ như vậy, không có mục tiêu gì, nên làm thế nào đây?",1
"Luôn cảm thấy thiếu tự tin? Làm thế nào để tăng cường sự tự tin, rất bối rối, ví dụ như lo lắng công việc làm không tốt, người khác không công nhận.",1
"Nhiều việc thì dễ tiêu cực, suy nghĩ nhiều, không có cảm giác an toàn thì phải làm sao?",1
"Kể từ khi bố mẹ ly hôn một năm trước, tôi liên tục bị mất ngủ. Dùng thuốc ngủ gần nửa năm rồi, tôi rất lo lắng mình có bị nghiện không.",1
"Nhìn cuộc sống của bạn bè tôi rất ngưỡng mộ, họ nghĩ tôi rất tốt, trong lòng tôi luôn không hài lòng, tâm trạng không tốt.",1
"Con tôi thường nói học không có ý nghĩa, ở nhà không có ý nghĩa, chơi game cũng không có ý nghĩa, thực sự không biết phải làm sao?",1
"Trong lòng luôn hoảng sợ, khó tin tưởng người khác, không thể mở lòng với người khác, sợ bị bỏ rơi, thường sống trong bất an, làm thế nào để điều chỉnh trạng thái này?",1
"Luôn cảm thấy mình không tốt, không đủ xuất sắc, chính là có lỗi với cha mẹ, tôi làm thế nào mới có thể sống tốt cho bản thân?",1
"Tôi mệt mỏi quá, trong lòng có một nỗi đau không thể giải tỏa, cảm thấy không có ý nghĩa gì nữa.",1
"Lo lắng, bất an, có tâm nhưng vô lực. Làm một con heo cũng tốt. Không vui không vui.",1
"Sau sinh tâm trạng thấp thỏm, thiếu cảm giác an toàn, đặc biệt là vào buổi tối, nhắm mắt lại là suy nghĩ lung tung, rơi nước mắt.",1
Hiện tại tôi không thể làm việc tốt. Tôi không muốn làm công việc hiện tại. Từ trong lòng tôi cảm thấy công việc này không có tương lai. Nhưng cũng không có dũng khí để thay đổi. Bản thân tự ti và không muốn chấp nhận việc chuyển ngành sẽ dẫn đến kinh tế suy giảm.,1
Cảm thấy cuộc sống hàng ngày đều theo một khuôn mẫu không có ý nghĩa gì thì phải làm sao?,1
"Gần đây xảy ra nhiều vấn đề, vốn dĩ bình thường, nhưng vẫn vô cớ mất kiểm soát cảm xúc, muốn tự véo mình, muốn tự đánh mình, muốn đập phá đồ đạc.",1
"Dễ khóc, rất dễ khóc, một chút chuyện buồn cũng khóc, đôi khi ngủ nghĩ một số vấn đề cũng chảy nước mắt, luôn không kiểm soát được cảm xúc, phải làm sao mới tốt?",1
"Người khác hoàn toàn không quan tâm, nhưng bạn lại rất coi trọng, người khác thấy không có gì nhỏ nhặt lại trở thành tình huống cô lập mình ở đây, là tôi thực sự quá nhạy cảm, hay người khác cố ý làm vậy, nhắm vào tôi?",1
"Bản thân rất muốn cố gắng học tập, nhưng lại không thể kiên trì được, phải làm sao đây?",1
"Đối với một loại sự vật nào đó rất say mê, trên mạng cũng thường xuyên tiếp xúc với những sự vật như vậy, thử tiếp xúc không thành công, đối với việc người khác có thể sở hữu mà mình lại không thể, cảm thấy rất đau khổ.",1
"Thích chuyên gia tư vấn, ngày nào cũng nghĩ đến anh ấy, ngày nào cũng mơ thấy anh ấy, nhưng kết thúc tư vấn lại không hồi phục được rất khó chịu, phải làm sao, vẫn thích anh ấy.",1
"Sống mỗi ngày rất nghiêm túc, nhưng luôn cảm thấy mỗi ngày vội vã, kế hoạch học tập đã đặt ra đều không hoàn thành được, rất băn khoăn.",1
"Khi thấy những người xung quanh rất giỏi giang, kiếm được tiền, mọi mặt đều tốt, tôi không kìm được sự ghen tị, cảm thấy tự ti, cảm thấy mình sống không tốt.",1
"Con đi mẫu giáo, bạn học đã đăng ký 8 lớp ngoại khóa rồi, tôi sợ con thua ngay từ vạch xuất phát, nhưng tôi cũng không thể đăng ký nhiều lớp như vậy, không có thời gian, không có sức lực, không có tiền, lo lắng quá.",1
"Gần đây luôn cảm thấy tổn thương từ gia đình gốc rất sâu rất sâu, sâu đến mức không thể lành lại, tại sao đã gần 40 tuổi rồi mà vẫn không thoát khỏi tổn thương từ gia đình gốc?",1
"Hôm nay là sinh nhật của tôi, nhưng tôi thực sự rất sợ mình không thể kiên trì được, tôi rất sợ mình sẽ chết vào ngày sinh nhật này.",1
"Luôn thi không tốt, không nhớ được, rồi thì lo lắng, không thể học bình thường, đã đi bệnh viện rồi, nhưng cảm thấy nó không có tác dụng gì.",1
"Năm nay, trên mặt tôi không còn nụ cười nữa, đặc biệt ngưỡng mộ những người có ánh sáng trong mắt, làm thế nào để trở lại như xưa có nụ cười?",1
"Tôi tưởng mình rất lương thiện, nhưng lại thấy mình là một người xấu, máu lạnh vô tình, chỉ nghĩ cho bản thân!",1
"Làm việc luôn cảm thấy không thể, luôn thích nghĩ về điều xấu, từ trước đến nay đều bị những suy nghĩ tiêu cực này làm phiền, làm thế nào để phá vỡ xiềng xích này?",1
"Không phải tôi đa nghi quá, mà là thực sự họ đang nói tôi, tôi không biết tại sao, tôi đã rất cố gắng đối xử tốt với các bạn mà, thực sự không hiểu nổi.",1
"Cuối cùng tôi vẫn phá hủy thứ gọi là tình bạn, người tôi thích cũng rời bỏ tôi vì không chịu nổi tôi, bố mẹ cũng dần xa lánh tôi, bạn trai hiện tại của tôi đánh đập tôi, mắng chửi tôi, tôi còn bị ép phải trao lần đầu tiên cho anh ta.",1
"Luôn sợ nói sai, cảm thấy nói không đủ tốt, người khác không chấp nhận mình.",1
"Dường như luôn rất khó tin tưởng người khác, luôn cảm thấy đằng sau mỗi câu nói của người khác đều có nhiều mục đích, nhưng đôi khi lại rất dễ tin người khác, khiến bản thân rất bối rối và không thoải mái.",1
"Bản thân tính cách nội tâm đặc biệt sợ hãi khi ở một mình trong môi trường mới, không thích ăn một mình, đi học một mình, đi mua sắm một mình, nghĩ đến việc phải chuyển đến ký túc xá mới một mình là đã rất sợ hãi rồi, phải làm sao đây?",1
"Cảm thấy mình vô công rồi nghề thì phải làm sao, mỗi ngày đi làm cảm thấy đều làm những việc giống nhau, không có cảm giác thành tựu.",1
"Sự chồng chất của đủ thứ chuyện, rất nhiều chuyện, đều rất phiền muộn, rất muốn bỏ đi, mặc dù rất có lỗi với người thân bạn bè, nhưng tôi thực sự không chịu nổi nữa rồi.",1
"Ở bên bạn bè không có cảm giác tồn tại, người khác kể chuyện về bản thân, tôi nói gì hình như cũng không ai quan tâm, không có cảm giác tồn tại, tôi cũng không phải là người giỏi thể hiện, tôi nên cải thiện tình hình này như thế nào?",1
"13 tuổi, học lớp bảy. Ở nhà, dù tôi có làm sao, người khác có làm gì tôi, bố mẹ nói ra, chỉ có một câu là đáng đời. Thế giới này quá ồn ào, không phù hợp với tôi.",1
"Đã yêu bạn trai được bốn năm rồi, gần đây thường xuyên hiểu lầm anh ấy, hễ anh ấy có tiếp xúc với bạn nữ trong lớp là tôi lại tưởng tượng lung tung về mối quan hệ giữa họ, mỗi lần bạn trai giải thích xong đều phát hiện ra vấn đề đều là do tôi nghĩ ra.",1
"Mối quan hệ của chúng tôi rất tốt, khi đang chơi cô ấy hôn môi tôi một cái, điều này khiến tôi cảm thấy rất kinh tởm, bây giờ nhớ lại, có chút buồn nôn, tôi bị làm sao vậy?",1
"Hiện tại tôi là sinh viên năm nhất, vừa nãy bạn cùng phòng nói có một bạn học đã rút khỏi phòng ban, thì bị đưa vào danh sách đen rồi, tôi cảm thấy rất áp lực.",1
"Tình yêu vừa tròn hai năm, đã kết thúc. Rõ ràng biết không hợp, nhiều điều không hài lòng, thường xuyên cãi vã đến mức sụp đổ, thậm chí còn có sự phản bội, nhưng tại sao chia tay rồi, vẫn cảm thấy áp lực, khó chịu?",1
"Trong cuộc sống luôn rất nhạy cảm, không tin tưởng người khác, đôi khi luôn nghĩ người khác sẽ làm hại mình, thích trốn tránh, rất quan tâm đến từng lời nói của người khác, làm thế nào để giải quyết vấn đề nhạy cảm này.",1
"Đọc rất nhiều sách, nghe rất nhiều câu chuyện, nhưng vẫn lo lắng bất an, không thể sống tốt.",1
"Làm thế nào để đối phó với những cơn trầm cảm gián đoạn, sự buồn bã đột ngột, không cảm nhận được niềm vui.",1
"Mất ngủ đã một hai năm rồi, gần đây tăng cường tập thể dục, mệt mỏi cả thể xác lẫn tinh thần, nhưng buổi tối nằm trên giường lại không buồn ngủ. Buổi trưa nghỉ trưa ở văn phòng, vừa nằm xuống là ngủ được ngay. Buổi tối làm sao cũng không ngủ được. Phải làm sao?",1
"Sợ bóng tối, từng bị bố mẹ bỏ rơi ở bệnh viện, sợ ở một mình, 7 tuổi, buổi tối có người lừa tôi ra ngoài bịt miệng tôi…",1
"Tự hủy hoại là để lòng an yên, vững vàng, trút giận ư? Nếu không phải vì những điều này, thì là vì cái gì? Là vì thiếu cảm giác an toàn ư? Hay là thiếu tình yêu?",1
"42 tuổi, đáng lẽ là tuổi cần chăm sóc bản thân, nhưng mỗi tối luôn cầm điện thoại thức khuya, cho đến khi điện thoại tự rơi xuống, không phải không ngủ được, mà là cố gắng chịu đựng, đây có phải là biểu hiện của sự lo lắng về cái chết không?",1
"Khó quá, bị cảm xúc của mình kéo theo, tôi thực sự mệt mỏi quá, làm việc gì cũng không thuận lợi, thậm chí mua một đôi giày cũng tự làm mình tức giận, thật uất ức… Tại sao tôi phải sống như vậy?",1
"Lúc nào cũng soi gương, xung quanh không có ai thường xuyên như tôi cả.",1
"Tôi thường xuyên buồn bã, đôi khi nghĩ là người khác làm tôi tức giận, nhưng nghĩ kỹ lại thì thực sự là do mình tự làm mình tức giận, vậy thì phải làm sao? Làm thế nào để giải quyết tốt hơn và nhanh hơn?",1
"Những người xung quanh như ánh sáng, rất thu hút, nhưng bản thân tôi lại như chỉ có vỏ bọc bên ngoài, không có điểm nào nổi bật, tôi nên nâng cao bản thân như thế nào, và thay đổi bản thân hơn nữa?",1
"Đôi khi họ không muốn nói chuyện nhiều với tôi, lớp trưởng tính tình không tốt, cũng không quan tâm đến tôi.",1
"Cái gì cũng nói ra ngoài, quá đáng rồi, tôi đúng là một người ngốc nghếch, haiz, trong lòng rất khó chịu. Tôi có tính cách phụ thuộc, tính cách né tránh và tính cách thích thể hiện. Năm nay tôi mới biết, tôi cứ nghĩ mình chỉ là, haiz.",1
"Làm việc không có khả năng thực hiện, không chịu trách nhiệm, vì có ảnh hưởng từ gia đình gốc.",1
"Tôi có xu hướng tự hành hạ, tự tử, nghi ngờ mình bị trầm cảm, nhưng tôi không dám nói với bố mẹ, nhưng lại muốn đi khám bác sĩ tâm lý, bản thân không có tiền, tôi nên nói với bố mẹ thế nào?",1
"Cảm thấy mình càng ngày càng không có cảm xúc, mỗi ngày đều lòng như nước lặng, dường như không có chuyện gì có thể khiến tôi vui, cũng không có chuyện gì có thể khiến tôi buồn, không buồn không vui như vậy là tốt hay không tốt?",1
"Tại sao có những bậc cha mẹ lại nói với con cái rằng tại sao con không rạch cổ tay sâu hơn một chút, rạch vào động mạch đi, con muốn tự tử tại sao không chết đi? Tại sao lại xuất hiện hiện tượng như vậy.",1
"Tôi đối xử với người khác luôn chân thành, trong cách thể hiện không đúng mực, cuối cùng luôn có khoảng cách vì giữ thể diện cho người khác.",1
"Bây giờ đi làm cũng bận, bình thường phải chăm sóc gia đình, còn phải chuẩn bị phỏng vấn chứng chỉ giáo viên, đến giờ vẫn chưa chuẩn bị, thậm chí sách cũng chưa xem, không có manh mối, còn có những việc khác phải làm, cảm thấy mệt mỏi cả thể xác lẫn tinh thần!",1
Là do gia đình gốc bỏ lỡ quá nhiều tình yêu và tuổi kết hôn đẹp nhất khiến người ta càng tiếc nuối? Hay là kết hôn rồi phát hiện mình không sống tốt cuộc hôn nhân này càng khiến người ta tiếc nuối?,1
"Mỗi lần vừa tỉnh dậy vào buổi sáng, tôi đều nghĩ rằng hôm nay mình sẽ kiểm soát được bản thân. Sau đó bắt đầu một ngày không kiểm soát được việc chơi điện thoại, những việc đã lên kế hoạch đều bị trì hoãn. Làm thế nào để nâng cao khả năng tự chủ?",1
"Ý chí yếu kém, làm gì cũng không tốt, làm được một nửa thì bỏ cuộc, tại sao không thành công được, chính là vì không có sự tự chủ.",1
"Tuổi đã lớn, không biết mình muốn gì, luôn thay đổi, vì không có mục tiêu. Làm việc rất mơ hồ, không có động lực.",1
"Sau khi sinh con, thời gian của tôi mất kiểm soát, ngoài việc nghỉ ngơi không tốt, hiệu suất cực thấp, thậm chí còn không tìm thấy thời gian cơ bản.",1
"Tôi muốn làm, thì tôi làm, làm việc lại cảm thấy mình không thể làm những việc đó nữa, tôi nên dừng lại như thế nào để không cảm thấy mệt mỏi, để tư tưởng tĩnh lặng, cơ thể được nghỉ ngơi.",1
"Khó khăn lắm mới mang thai được em bé, nhưng hơn hai tháng thai ngừng phát triển không có tim thai, chỉ có thể phá thai, bây giờ vẫn chưa vượt qua được, vẫn luôn trong cảm xúc đau khổ.",1
"Cấp ba áp lực khó chịu, thay đổi môi trường không thích nghi được, không có bạn bè, thậm chí không có bạn bè để tâm sự, rất khó chịu, những người xung quanh đều rất giỏi, rất tự ti, không biết cách thể hiện cảm xúc, mặt ủ mày ê.",1
"Quá khứ thực sự có thể qua đi không? Cái bóng thực sự có thể vứt bỏ không? Nếu tôi vẫn không buông bỏ được, thực sự có thể lật trang mới không? Thời gian dài như vậy, thực sự rất khó quên.",1
"Tại sao luôn không dám thay đổi, bước ra ngoài đối mặt với những điều mới mẻ? Không có động lực là sao vậy?",1
"Tại sao lại muốn tất cả mọi người đều cảm thấy vui vẻ khi ở bên mình, rất quan tâm đến tâm trạng của người khác, như vậy rất mệt nhưng không kiểm soát được.",1
"Phát hiện mình dù là người quen hay người lạ cũng đều mong người khác bao dung, thích mình, có phải là thiếu thốn tình cảm không, rất khó hiểu.",1
"Bình thường khá quen với việc ở một mình, nhưng vẫn vô tình cảm thấy rất cô đơn, ví dụ như khi mất ngủ, không phải không có bạn bè, chỉ là không dám quá thân mật với người khác, chuyện này là sao vậy?",1
"Vì cận thị nặng, không nhìn rõ người khác, tâm lý tự ti, không biết cách xử lý, không muốn giao tiếp với mọi người nữa!",1
"Mỗi lần trước khi ra ngoài đều có bệnh ám ảnh cưỡng chế, sợ đèn chưa tắt, hoặc quên mang thứ gì đó, đây là tâm lý gì?",1
"Do bản thân hướng nội, cô độc, thật thà. Nói chuyện không biết chừng mực (mồm to) bao gồm cả nói sai. Hiện tại bị cô lập, bị tẩy chay. Hiện không biết làm thế nào để xử lý các mối quan hệ công việc phức tạp đó.",1
"Trong cuộc sống luôn không thể hiểu đúng cảm xúc của người khác, rất quan tâm đến suy nghĩ của người khác về những gì mình nói, nhưng luôn không thể xác định suy nghĩ của người khác.",1
"Áp lực công việc rất lớn, triệu chứng trầm cảm gián đoạn phát tác, muốn xin nghỉ việc để điều trị và nghỉ ngơi, sếp công ty nói tôi đi rồi thì sẽ đóng cửa công ty, tôi phải làm sao.",1
"Việc sắp xếp sách theo thứ tự, kế hoạch đúng giờ mỗi ngày. Nhưng chỉ cần xuất hiện sai sót, cảm xúc đều sẽ bị ảnh hưởng, đây có phải là do tính cách cầu toàn của tôi đang gây rối không?",1
"Luôn lo lắng người khác có nói xấu mình sau lưng không, lo lắng biểu hiện của mình không được người khác công nhận, rất hoảng sợ lo lắng, làm thế nào để thay đổi bản thân.",1
"Rõ ràng có những người tốt, hài lòng. Nhưng vì gặp phải một số người không hài lòng, vì những lời nói tiêu cực của họ, gây ra tổn thương, mà băn khoăn, buồn bã rất lâu.",1
"Khi ở bên nhau không có cảm giác vui vẻ lắm, thậm chí còn so đo tính toán khi phải bỏ ra một số thứ. Thậm chí thường xuyên nhớ về mối tình đầu. Mơ thấy mối tình đầu.",1
"Gần đây cuộc sống không tốt lắm, cảm giác như tàu lượn siêu tốc. Đôi khi rất điên cuồng, đôi khi rất thất vọng. Khi điên cuồng thì bạn cùng phòng nói là bị thần kinh. Khi không vui thì muốn rạch cánh tay mình một chút.",1
"Cảm xúc không ổn định, thường xuyên chán nản, muốn phát điên, có phải là trầm cảm không?",1
"Đơn vị tổ chức một cuộc thi, tôi thức đêm chuẩn bị tài liệu nhưng cuối cùng lại không đoạt giải, hơi ấm ức, các đồng nghiệp khác đều đoạt giải rồi. Làm thế nào để tự an ủi bản thân.",1
"Ngày nào cũng sống như nhau, cảm thấy rất nhàm chán, muốn thay đổi nhưng lại không có khả năng đó. Mơ hồ, không biết phải làm sao…",1
"30 tuổi rồi, nữ, con cái đang vật lộn, không có gì cả, thậm chí cố gắng cũng không thực sự hết mình, bản thân không biết gì cả, còn cứu được không?",1
"Đã lâu rồi, mỗi tối trước khi ngủ đều lướt điện thoại hai ba tiếng đồng hồ, rất buồn ngủ mới chịu đi ngủ. Buổi sáng đều không dậy nổi, nếu có việc phải dậy sớm, cả ngày đều rất khó chịu, cái này phải điều chỉnh như thế nào?",1
"Gần một tháng nay, mỗi tối những chuyện khiến tôi buồn bã, không muốn nhớ lại đều ùa về trong tâm trí, rồi tôi khóc òa lên.",1
"Sự tốt bụng của tôi đối với người khác, bị lợi dụng một cách hoàn hảo, và tôi phải chịu đủ loại tổn thương.",1
"Sau khi sinh con. Cảm thấy cả người mình đều thay đổi rồi. Luôn có tâm trạng rất tồi tệ, không có hứng thú với bất cứ chuyện gì. Luôn cảm thấy mệt mỏi.",1
Cảm xúc rất nhạy cảm. Khi người khác nói lớn tiếng một chút. Thiếu kiên nhẫn. Nói chuyện với bạn một cách khó chịu. Thì rất tổn thương.,1
"Rất phức tạp, vẫn luôn như vậy, cảm xúc thay đổi quá nhanh, bản thân khó kiểm soát. Rốt cuộc là chuyện gì vậy?",1
"Tôi có một người bạn thân khác giới, mối quan hệ rất tốt, sợ đồng tính thì phải làm sao, thực ra không phải, nhưng sẽ lo lắng sợ hãi, phải làm sao?",1
"Thường xuyên đặt ra một số mục tiêu nhỏ cho bản thân, ăn kiêng tập thể dục để giảm cân, tiết kiệm chi tiêu mỗi tháng để mua món đồ mình ưng ý. Kết quả, luôn không hoàn thành.",1
"Kể từ khi chia tay bạn gái cũ, tôi như biến thành một người khác, con người lạc quan, vui vẻ trước đây dường như đã biến mất, hiện tại tôi không còn hứng thú với bất cứ điều gì, mỗi ngày sống rất trầm uất, đã lâu rồi không cười.",1
"Đã thi mấy lần rồi, vẫn chưa đỗ, ban đầu nói là không quan tâm, nhưng đối mặt với cải cách cấp bốn, vẫn rất lo lắng. Tiếng Anh cũng không tốt, lại không chịu học hành nghiêm túc, không biết phải làm sao với bản thân.",1
"Áp lực khá lớn, cơ thể mệt mỏi, luôn cảm thấy không có hứng thú với bất cứ điều gì.",1
"Áp lực công việc lớn quá, nhưng không dám nghỉ việc cũng không có khả năng thay đổi hiện trạng thì phải làm sao?",1
"Rất thích bạn trai hiện tại, anh ấy cũng rất tốt với tôi, nhưng lại rất lo lắng, lỡ như sau khi quan hệ tình dục, bạn trai sẽ không còn quan tâm đến tôi như trước nữa.",1
"Làm bất cứ việc gì cũng không bao giờ cảm thấy mình có thể hoàn thành và làm tốt. Luôn phủ nhận bản thân, và đặc biệt sợ ở một mình trong môi trường xa lạ, có cách nào thay đổi không?",1
"Xin hỏi, nam giới gần ba mươi tuổi rồi, mẹ anh ấy vẫn giúp anh ấy cọ lưng, anh ấy cũng giúp mẹ anh ấy cọ lưng, có bình thường không? Có phải là con trai cưng của mẹ không? Cá nhân tôi rất khó chấp nhận, có phải tôi quá nhạy cảm không?",1
"Gần đây tôi thường xuyên mơ, rất chân thực, hơn nữa còn rất tệ, còn tệ hơn nhiều so với hiện thực của tôi, cảm thấy rất mệt mỏi, có thể ngủ được, nhưng ngủ không ngon.",1
"Tôi có một người bạn thân, mối quan hệ rất tốt, sợ đồng tính thì phải làm sao, thực ra không phải, nhưng sẽ lo lắng sợ hãi, phải làm sao?",1
"Cảm thấy mình không thể tiếp nhận sự giúp đỡ một cách tốt đẹp, dù là của ai, luôn có cảm giác như mình nợ người khác điều gì đó.",1
"Trước đây đã xảy ra một số chuyện, bây giờ rất hối hận về những gì mình đã làm, nghĩ lại có lẽ liên quan đến việc mình thiếu thốn tình cảm từ nhỏ, nên rất muốn níu giữ một số thứ, nhưng lại quá gượng ép.",1
"Khi xếp hàng gặp phải, xếp hàng nào thì hàng đó dài nhất, tốc độ chậm nhất, nguyên nhân là gì?",1
"Không biết tại sao lại cảm thấy làm người thật khổ, vì miếng cơm manh áo mà vật lộn trong xã hội, vì gia đình mà gánh nặng, vì ánh mắt người khác mà giả tạo không thể là chính mình, vì tình cảm mà đau khổ. Mọi người có thấy làm người khổ không?",1
"Đi làm bao nhiêu năm rồi, ngày này qua ngày khác, chẳng có tiến triển gì, thu nhập chỉ đủ sống qua ngày, là dân 'sống chết' rồi, thật phiền phức!",1
"Công việc không thay đổi, ngày này qua ngày khác, gần đây tôi có một cảm giác thiếu thốn, luôn có cảm giác bất lực, tiêu cực và vô nghĩa.",1
"Trước đây tôi cảm thấy giải mã giấc mơ thật sự rất đúng, gần đây giải mã giấc mơ luôn nói thi cử không như ý, ôi, đã 30 tuổi rồi, vẫn còn lo thi cử, vẫn còn tay trắng mà lại không tự giác, tôi rốt cuộc có ích gì đây",1
"Không có sức lực để làm một việc, nhưng lại buộc phải làm, nếu không làm thì cảm xúc tiêu cực sẽ luôn hành hạ tôi, phải làm sao, xin chỉ giáo?",1
"Gần đây tôi luôn cảm thấy áp lực lớn, sợ cái chết, cảm thấy mình còn nhiều việc chưa làm, nếu đột ngột chết thì sao? Trong lòng sẽ sợ hãi, trống rỗng!",1
"Cảm thấy mình làm không tốt, đêm mất ngủ, tâm trạng chán nản, công việc cuộc sống rối tung, rất muốn trốn thoát",1
"Kể từ khi trường giao nhiệm vụ, vấn đề này đã trở thành nỗi lo trong lòng tôi, ban ngày nghỉ trưa cũng không ngủ được, đêm nửa đêm cũng không thể chợp mắt... ôi, thật là một người thần kinh! Tôi phải làm sao đây??",1
"Bất kể chuyện gì xảy ra, tôi đều dễ dàng nổi giận, không thể thay đổi được, rốt cuộc là nguyên nhân gì",1
"Hễ gặp vấn đề là muốn trốn tránh, không muốn gặp bất cứ ai liên quan đến chuyện đó",1
"Không biết từ bao giờ, mỗi khi có việc quan trọng cần làm là tôi lại mất ngủ, đây có phải là do tâm lý của mình quá kém không.",1
"Chắc là do lòng tự trọng, không thể hạ mình, không muốn nhận lỗi, dù biết mình sai vẫn phải phản bác quan điểm của đối phương.",1
"Việc học tiếng Anh của con bắt đầu từ năm 3 tuổi, tiến triển ngắt quãng, đến năm 6 tuổi dường như vẫn giậm chân tại chỗ. Đã thử nhiều phương pháp, phản ứng của con lúc tốt lúc xấu, không thể duy trì, thật nản lòng",1
"Dị ứng khiến tôi cảm thấy khó chịu, rất ngứa, tôi phải làm gì để không chú ý đến chỗ đó, cảm thấy càng chú ý càng ngứa, phải làm sao",1
"Thi cử không tốt, dự án thất bại, quan hệ gia đình không hòa thuận, quan hệ bạn bè gặp khủng hoảng",1
"Họ đều mắng tôi, nói tất cả là lỗi của tôi, dù là ai, ai cũng muốn dẫm lên tôi kể cả em gái tôi, khi tôi chất vấn họ thì gia đình tôi sẽ nói đừng cãi người lớn đừng chấp nhặt trẻ con",1
"Cảm thấy lãng phí thời gian, không làm gì cả, làm thế nào để tìm được mục tiêu trong cuộc sống và hành động?",1
"Tâm lý tôi rất băn khoăn muốn thay đổi tính cách nên tìm đến con đường tâm lý, tôi chỉ muốn một số bạn học hiểu tôi hơn để góp ý, nhưng không ngờ có người bảo tôi nhảy lầu có người mắng tôi thần kinh",1
"Gặp chuyện rất buồn, không ai có thể thực sự đồng cảm, tôi phải làm sao để vượt qua",1
