Original Text,Label,Emotional Reasoning,Overgeneralization,Should Statements,Personalization,Mental Filter,Disqualifying the Positive,Jumping to Conclusions,Labeling and Mislabeling,Magnification and Minimization,All-or-Nothing Thinking
"Ngay khi tôi nghĩ rằng mình đã chiến thắng trận chiến dường như vô tận chống lại OCD bằng cách chiến thắng rối loạn ăn uống (chứng chán ăn, nói cụ thể), các triệu chứng thông thường (kiểm tra công tắc vô số lần, rửa tay mãi, tích trữ) và kiểm soát được những suy nghĩ hỗn loạn của mình, tôi đã có một cơn hoảng loạn nghiêm trọng vài ngày trước.",1,0,0,0,0,0,0,0,0,0,1
"Kể từ đó tôi đã trải qua những giai đoạn rất thấp và rất cao. Đôi khi tôi rất năng động và siêu hạnh phúc, rồi vài ngày sau tôi sẽ sụp đổ hoàn toàn.",1,0,0,0,0,0,0,0,0,0,1
Chồng tôi đã nhiều lần nói rằng anh ấy “đứng về phía tôi” nhưng thường xuyên (cứ cách tuần hoặc khoảng vậy) tiếp tục gặp gỡ và nói chuyện với bố mẹ anh ấy như thể không có chuyện gì xảy ra.,1,0,0,0,0,0,0,0,0,0,1
"Tôi là một cô gái 15 tuổi, tôi đã bị trầm cảm và lo âu khoảng 5 năm, nhưng gần đây thì nhiều hơn rất nhiều, trong vài tháng qua, về mặt thể chất, tôi cảm thấy như mình không kiểm soát được bản thân, tôi tức giận hoặc buồn bã trong vòng vài giây sau khi hạnh phúc mà không kiểm soát được, tôi sẽ bắt đầu la hét hoặc bạo lực.",1,0,0,0,0,0,0,0,0,0,1
Tôi thường nghĩ mình là một kẻ thất bại nhưng đôi khi tôi lại kiêu ngạo.,1,0,0,0,0,0,0,0,0,0,1
"Tôi thậm chí không biết làm thế nào để gặp gỡ những người mới nữa. Tôi thậm chí không biết bắt đầu từ đâu để tìm một người bạn gái mới. Chủ yếu là vì tôi không muốn nhưng tôi cảm thấy điều đó cần phải được thực hiện vì tôi cảm thấy mình đang kìm hãm cô ấy và cô ấy thậm chí còn nói rằng tôi đang kìm hãm. Tất cả những gì tôi nghĩ về mỗi ngày là tôi có gì để sống. Tôi muốn có bằng lái chuyên nghiệp nhưng tôi thậm chí không có động lực để làm điều đó. Tất cả những gì tôi muốn là cuộc sống của tôi kết thúc và hầu hết các ngày tôi cảm thấy rằng nếu tôi không tự kết liễu đời mình, cuộc sống của tôi sẽ chỉ tồi tệ hơn. Nếu điều đó có thể xảy ra. Tôi sẽ không tự tử. ",1,0,0,0,0,1,0,0,0,0,1
Tôi cần thuốc nhưng không ai quan tâm cho đến khi tôi làm điều gì đó hoàn toàn điên rồ. Không ai quan tâm đến những gì tôi nói trừ khi đó là một tình huống khủng hoảng toàn diện.,1,0,0,0,0,0,0,1,0,0,1
"Tôi có một người bạn mắc chứng tự kỷ giống như tôi. Ban đầu chúng tôi có rất nhiều điểm chung khi mới gặp. Sau hai năm ngắn ngủi, tôi nhận ra chúng tôi thực sự không có nhiều điểm chung ngoài trò chơi điện tử, anime và đồ chơi nhồi bông. Giá trị và niềm tin của chúng tôi khác nhau. Cô ấy thích gia đình trong khi tôi chọn sự độc lập.",1,0,0,0,0,0,0,0,0,0,1
Vấn đề cốt lõi là tôi không có bạn thân và khi tôi độc thân (điều này đang xảy ra bây giờ) tôi hoàn toàn cô đơn và trầm cảm hơn bao giờ hết.,1,0,0,0,0,0,0,0,0,0,1
"Tôi chỉ đang cố gắng tìm hiểu xem đó có phải là điều đúng đắn để làm không. Tôi cần giúp đỡ để biết liệu tôi có ác độc vì những gì tôi đã làm hay không. Sau tất cả những năm ủ rũ và giữ bí mật, tôi đã trở nên chai sạn và không còn biết điều gì là đạo đức và phi đạo đức nữa. Bạn có thể giúp tôi xác định xem điều tôi đã làm có phải là điều đúng đắn không?",1,0,0,0,0,0,0,0,0,0,1
"Tôi từ rất hạnh phúc với chàng trai này đã hoàn toàn ghê sợ khi nhắc đến tên anh ấy, tôi không muốn gặp anh ấy nữa và mỗi khi anh ấy nói chuyện hoặc nhắn tin cho tôi, tôi cảm thấy buồn nôn. Ba mối quan hệ gần đây nhất tôi khá ám ảnh với những chàng trai này và sau đó như một công tắc, tôi trở nên trầm cảm và tôi phát triển sự căm ghét đối với họ. Tuy nhiên, một khi tôi chia tay với họ, dường như không có gì xảy ra và tôi ngay lập tức cảm thấy sảng khoái và trở lại bình thường.",1,0,0,0,0,0,0,0,0,0,1
"Kể từ đó, bất cứ khi nào mẹ tôi đi ra ngoài một mình, tôi trở nên hoảng loạn. Tôi liên tục yêu cầu bà đừng ra ngoài một mình, vì sợ mất bà. Tôi rất lo lắng mỗi khi bà ốm hoặc chỉ bị cảm lạnh nhẹ. Trong suốt những giờ đó, tôi không thể tập trung vào bất cứ điều gì hiệu quả. Tôi thậm chí còn từ bỏ ý định học ở ngoài tiểu bang của mình. Tôi chắc chắn rằng bố tôi sẽ không thể chăm sóc bà tốt. Và không có mẹ, tôi thậm chí không biết mình sẽ sống tiếp thế nào. Tôi thậm chí không thể tưởng tượng một giây mà không biết liệu bà có ổn không. Tôi không biết liệu sự bảo vệ quá mức này là tốt hay xấu. Nhưng tôi có cảm giác rằng tôi liên tục mất đi những người mình yêu thương.",1,0,1,0,0,0,0,0,0,0,1
"Gần đây tôi thường xuyên thay đổi tâm trạng, lúc thì tôi rất hưng phấn, tự tin và khuyến khích, sau đó tôi sẽ trở nên tức giận và mỗi khi bạn trai tôi nói hãy bình tĩnh, nó giống như một công tắc và dường như tôi chưa bao giờ cảm thấy bất cứ điều gì ngay từ đầu.",1,0,0,0,0,0,0,0,0,0,1
Nhưng gần đây tôi bắt đầu nghĩ nhiều hơn về nó và tôi nhận ra những ký ức mơ hồ đó là tất cả những gì tôi có bây giờ.,1,0,0,0,0,0,0,0,0,0,1
"Tâm trạng của tôi lúc lên lúc xuống, một lúc thì tôi ổn và ngay sau đó tôi lại tức giận và cáu kỉnh.",1,0,0,0,0,0,0,0,0,0,1
Đây hoàn toàn trái ngược với người đã xin phép ông tôi (một tháng trước) để cưới tôi.,1,0,0,0,0,0,0,0,0,0,1
"Tôi sẽ rất năng động, hiệu quả và bị kích thích tình dục vì những điều nhỏ nhặt nhất. Sau đó trong vài ngày tôi sẽ trở nên rất im lặng và tự cô lập mình. Đến mức tôi tự cắt, và nghiêm túc lên kế hoạch và cân nhắc việc tự sát.",1,0,0,0,0,0,0,0,0,0,1
"Một quá trình tinh thần khác mà tôi muốn chỉ ra về bản thân là tôi nhìn hành vi theo các thuật ngữ đen trắng. Ý tôi là bạn hoặc là ""hoàn hảo"" hoặc là ""thất bại"".",1,0,0,0,0,0,0,0,0,0,1
"Chào, tôi đang khổ sở vì thân hình gầy gò của mình và tôi không thể vượt qua vấn đề này, tuần trước tôi phải gặp một chàng trai mà tôi nói chuyện trực tuyến và cuối cùng phải gặp ngoài đời, một khi tôi gặp anh ấy và về nhà anh ấy đã thay đổi với tôi, tôi nghĩ vì thân hình quá gầy gò của tôi, tôi không biết phải làm gì vì tôi thực sự đau đớn sâu bên trong và tôi cảm thấy mình sẽ không bao giờ tăng cân và có thân hình nữ tính, hơn nữa nếu tôi ở trong tình huống của anh ấy tôi sẽ không bao giờ chấp nhận một người có thân hình xấu xí như tôi, tôi đang viết bây giờ và nước mắt tôi đã rơi vì tôi thực sự hy vọng mình sẽ tìm thấy sự tự tin và tìm thấy tâm hồn đẹp của mình, bây giờ chúng tôi đang nói chuyện với nhau nhưng tôi cảm thấy như anh ấy không muốn cho tôi thấy rằng anh ấy không chấp nhận tôi hoặc thấy tôi khác với hình ảnh anh ấy đã nghĩ khi chúng tôi chưa gặp nhau lần trước,",1,0,0,0,0,0,0,0,0,0,1
"Điều này biến mất một thời gian và tôi bắt đầu trở lại bình thường nhưng sau đó nó quay trở lại. Tôi biết có một mục đích giúp ích nhưng khi tôi có việc làm vài tháng trước, tôi cảm thấy tốt hơn bao giờ hết và như thể mọi thứ đều tuyệt vời và sau đó đột nhiên nó quay trở lại không ngủ được, lo lắng, buồn bã, tránh né, không có động lực, v.v.",1,0,0,0,0,0,0,0,0,0,1
"Họ sẽ làm điều tôi mong muốn họ làm nhất cho tôi Tình dục, ưu ái, hoặc khắc tên tôi vào cơ thể họ, v.v., những điều khiến họ chứng minh tình yêu của họ dành cho tôi, tôi mất tất cả hứng thú với họ ngay sau khi họ làm những điều này, hầu hết thời gian tôi sẽ phát triển cảm giác ghê tởm, buồn chán hoặc khinh thường mạnh mẽ đối với họ mặc dù đối tác không làm gì sai hoặc tôi không thích mà ngược lại.",1,0,0,0,0,0,0,0,0,0,1
Đôi khi tôi nói những điều không thực sự xảy ra hoặc tôi không có ý đó. Điều này có nghĩa là thuốc đã thất bại?,1,0,0,0,0,0,0,0,0,0,1
Tôi ghét bản thân vì điều đó nhưng tôi không thể kiểm soát cơn giận của mình. Tôi có lòng tự trọng rất thấp và hoàn toàn không coi trọng bản thân.,1,0,0,0,0,0,0,0,0,0,1
và đã có những lúc tôi tự hỏi tại sao tôi thậm chí nên sống khi không có gì tôi làm là đủ tốt. đôi khi tôi chủ yếu cảm thấy mình là một kẻ thất bại.,1,0,0,0,0,0,0,0,1,0,1
Tôi đã có rất nhiều mối quan hệ tồi tệ nên tôi nghĩ Chúa cuối cùng đã đáp lời cầu nguyện của tôi. TÔI ĐÃ SAI. Chúng tôi đã có một cuộc tranh cãi tồi tệ nhất mà tôi từng có với bất kỳ ai!,1,0,0,0,0,0,0,0,0,0,1
"Có những ngày tôi muốn ở bên cô ấy, có những ngày tôi muốn cô ấy biến khỏi cuộc đời tôi.",1,0,0,0,0,0,0,0,0,0,1
"Vì vậy tôi sẽ ổn thôi, thậm chí còn hơn cả ổn, thậm chí là hạnh phúc và rồi một ngày nào đó mà không có bất cứ điều gì xảy ra, tôi sẽ đâm vào một bức tường và rơi vào nỗi buồn tột độ. Chỉ có thời gian mới chữa lành được. Tôi đã nghĩ đến việc tự tử. Khi điều này xảy ra, tôi không thể nói chuyện được, gây gổ với mọi người. Bạn bè, gia đình, nếu tôi đang trong một mối quan hệ vào thời điểm đó thì ngay cả họ cũng tránh mặt tôi. Điều đó khiến tôi càng thêm khốn khổ. Tôi đã tự làm hại bản thân trong quá khứ nhưng tôi đã không làm điều đó trong nhiều năm. Tôi không biết làm thế nào để khắc phục nó, khi tôi thoát khỏi cơn mê, tôi cảm thấy choáng váng, tôi xin lỗi những người thân thiết trong nhiều ngày. Những giai đoạn này xảy ra hai hoặc ba lần một tháng, thường kéo dài ba hoặc bốn ngày. Xin hãy giúp tôi.",1,0,0,0,0,1,0,0,0,0,1
"Điều khiến tôi tiếp tục cô lập bản thân như thế này là vì tôi đang học tốt. Tuy nhiên, tôi bắt đầu nhận ra rằng tất cả thời gian cô lập này buộc tôi phải liên tục tập trung vào những suy nghĩ tiêu cực và tôi thấy khả năng nhận thức của mình giảm đáng kể; những điều tôi có thể làm nhanh chóng ở trường trung học giờ mất nhiều thời gian hơn rất nhiều.",1,0,0,0,0,0,0,0,0,0,1
"Tôi từng yêu mọi thứ về cuộc sống. Tôi rất hạnh phúc và sẵn sàng cho thế giới thấy tôi là ai. Tôi bắt đầu đại học và trong năm thứ ba, mọi thứ thay đổi chỉ trong một đêm. Tôi về nhà từ công việc và bắt đầu cảm thấy tồi tệ. Tôi cảm thấy như không có gì quan trọng và cuộc sống không có ý nghĩa gì.",1,0,0,0,0,0,0,0,0,0,1
Tôi chỉ biết rằng tôi đã có một tuổi thơ thực sự hạnh phúc cho đến năm bảy tuổi khi tôi chuyển đến một trường học mới mà tôi không thích và bà tôi được chẩn đoán mắc chứng mất trí nhớ nên mẹ tôi không ở bên nhiều trong vài năm.,1,0,0,0,0,0,0,0,0,0,1
"Tôi biết có điều gì đó không ổn trong nhiều năm, nhưng tôi nghĩ tôi chỉ đang than vãn – những người khác cần giúp đỡ nhiều hơn tôi. Có điều gì đó thực sự không ổn với đầu óổi không? Hay tôi chỉ đang than vãn? Đi tìm sự giúp đỡ có đáng không? Hay họ sẽ bảo tôi phải chịu đựng? Lời khuyên?",1,0,0,0,0,0,0,1,0,0,1
"Trước khi tôi bị trầm cảm, tôi chưa bao giờ gặp vấn đề gì. Tôi chưa bao giờ nghi ngờ bạn bè của mình. Tôi coi lời đồng ý của họ là đồng ý. Bây giờ tâm trí tôi phân tích mọi thứ đến mức tôi kiệt sức và mệt mỏi vì suy nghĩ quá nhiều. Tôi là một người đơn giản như vậy trước khi bị trầm cảm. Và tôi không thích như thế này vì tôi đang làm khó bạn bè của mình..vì tôi luôn nghi ngờ họ HOẶC đoán những điều mà tôi nghĩ họ có thể đang nghĩ..mà 99% thời gian là sai. Tôi chưa bao giờ là một người bất an…điều này có nghĩa là bây giờ tôi như vậy? Tôi muốn mọi thứ đơn giản..nhưng trầm cảm khiến nó trở nên quá khó khăn. Tôi cảm thấy như mình nên tự cô lập bản thân với những người khác..vì tôi không thể là một người bạn thực sự nếu tôi không thể thực sự tin tưởng họ. Tôi làm cho cuộc sống của họ trở nên khó khăn. Và tôi không muốn. Có lẽ tôi quá bảo vệ. Có lẽ tôi quá gắn bó đến mức tôi vượt quá giới hạn. Tôi không biết.",1,0,0,0,1,0,0,0,0,0,1
"Thành thật mà nói, tôi không biết cảm xúc của anh ấy dành cho tôi thực sự là gì, bởi vì anh ấy không bao giờ thể hiện bản thân.",1,0,0,0,0,0,0,0,0,0,1
"Nói về mặt tinh thần, tôi cảm thấy vô giá trị và cảm thấy cực kỳ tách rời khỏi thế giới này (tôi nhìn thế giới từ không gian!). Kỹ năng xã hội của tôi đang suy giảm từng ngày. Tôi từng là một người đàn ông xuất sắc nhưng bây giờ tôi không là gì cả!",1,0,0,0,0,0,0,0,1,0,1
"Tuy nhiên, tôi không hạnh phúc, ít nhất là chỉ một nửa trong tôi hạnh phúc cùng một lúc. Tôi cảm thấy như mình đang có hai cảm xúc khác nhau. Một là của người hướng ngoại, và một là của người hướng nội. Tôi không muốn ở một mình nhưng dù vậy tôi cũng muốn được cô lập.",1,0,0,0,0,0,0,0,1,0,1
"Tôi không tận hưởng cuộc sống của mình – tôi có nhiều bác sĩ hơn bạn bè, gia đình tôi kinh tởm với việc tôi trở nên chống đối xã hội và cô lập như thế nào. Những người duy nhất tôi nói chuyện là những người tôi thấy trực tuyến chơi trò chơi điện tử, bạn bè tôi đều đi học cách hàng giờ (nếu không phải là bang) xa.",1,0,0,0,0,1,0,0,0,0,1
"Khi tôi học năm cuối cấp, tức là học kỳ 6, tôi trượt một môn do quá tự tin, và sau đó mọi thứ thay đổi, một năm của tôi bị lãng phí và tôi không thể vào học kỹ thuật, trong năm này tôi cứ nghĩ về năm trước, tôi bị trầm cảm mọi lúc, cảm thấy cô đơn.",1,0,0,0,0,0,0,0,0,0,1
"Mối quan hệ của chúng tôi luôn tràn đầy tình yêu, sự cởi mở và tin tưởng lẫn nhau. Tuy nhiên, trong năm qua chúng tôi đã gặp khó khăn.",1,0,0,0,0,0,0,0,1,0,1
"Tôi cảm thấy như mình thường xuyên khỏe mạnh về tinh thần, rồi lại có những đợt trầm cảm tồi tệ, hoặc chỉ là những cơn suy sụp tinh thần và trở nên tự hủy hoại bản thân và cảm thấy mình rơi xuống một hố sâu.",1,0,0,0,0,0,0,0,0,0,1
Tôi muốn sống cuộc đời mình không có tất cả những suy nghĩ và lo lắng tiêu cực. Tôi muốn tận hưởng cuộc sống một lần nữa thay vì nghĩ rằng nó chỉ là phải vượt qua.,1,0,0,0,0,0,0,0,0,0,1
Tôi ghét con người. Họ làm tôi ghê tởm và động cơ của họ làm tôi bối rối.,1,0,1,0,0,0,0,0,0,0,1
"Đôi khi tôi cảm thấy mình đẹp và hạnh phúc, nhưng chỉ vài giờ/phút/ngày sau đó tôi lại cảm thấy xấu xí và điều này cứ tiếp diễn, tôi có thể rất chán nản và khóc đôi khi vì điều này.",1,0,0,0,0,0,0,0,1,0,1
"Nhưng đôi khi tôi không thể kiểm soát những gì mình nói với bố mẹ. Nếu họ đối mặt với tôi la mắng về những gì tôi vừa nói hoặc tôi đã quên làm gì đó, làm sao tôi có thể không la lại? Bố mẹ tôi nói đó là vô lễ, nhưng tôi cảm thấy họ không tôn trọng tôi khi họ la mắng tôi. Nhưng để tránh những cuộc đối đầu này, tôi cảm thấy cách duy nhất để làm điều này là HOÀN TOÀN PHỚT LỜ toàn bộ gia đình tôi. Tôi đã làm điều này bằng cách ngủ cả ngày và việc học của tôi bị ảnh hưởng, tôi cũng hầu như không ăn uống gì vì ngủ cả ngày. Nhưng những cuộc cãi vã này dường như luôn tìm cách đến với cuộc đời tôi.",1,1,0,0,0,0,0,0,0,0,1
"Tôi bị ám ảnh bởi thành công. Nếu tôi không đạt được những gì tôi hy vọng (danh tiếng, tiền bạc, địa vị, v.v.) tôi sẽ cảm thấy xấu hổ và cảm thấy mình là một kẻ thất bại hoàn toàn.",1,0,0,0,0,0,0,0,0,0,1
"Hôm nay tôi nhận ra rằng kể từ khi còn học cấp ba, khi một điều gì đó làm tôi thất vọng, xấu hổ hoặc khiến tôi cảm thấy không đặc biệt theo một cách nào đó, tôi bỏ cuộc. Tôi đã bỏ việc, rời bỏ các mối quan hệ, bỏ các ủy ban – không phải trong một cơn giận dữ, tôi chỉ lặng lẽ tự mình rút lui.",1,0,0,0,0,0,0,0,0,0,1
"Tôi liên tục tự trách mình, không bao giờ nghĩ rằng mình đủ tốt. Tôi luôn ở trong một vòng xoáy cảm xúc, tôi có thể đang có một khoảng thời gian vui vẻ và điều đơn giản nhất sẽ khiến tôi suy sụp và tôi buồn bã suốt phần còn lại của ngày.",1,0,1,0,0,0,0,0,0,0,1
"Lượng nước tôi tiêu thụ không thành vấn đề, vì tôi không cảm thấy hài lòng - nhưng thông thường, tôi rất KHÁT! - và tôi TUYỆT ĐỐI, CẦN tiêu thụ nhiều chất lỏng hơn, nhưng tôi không bao giờ cảm thấy khát trừ khi tôi ăn gì đó, nhưng tôi chỉ đơn giản là ăn quá nhiều thứ (đã qua chế biến!) Tôi đã cố gắng loại bỏ cơn nghiện này, nhưng điều đó có nghĩa là phải cắt bỏ tất cả các món ăn đã qua chế biến, vì nếu không tôi sẽ không thể kiểm soát được.",1,0,0,0,0,0,0,0,0,0,1
"Điều này có “bình thường” không hay tôi bị rối loạn chức năng? Đôi khi, không vì lý do gì, sau khi tự gây ra căng thẳng gần như không đáng chú ý – ngay cả đối với tôi – tôi mất kiểm soát.",1,0,0,0,0,0,0,0,0,0,1
"Lần đầu tiên tôi nhận thấy rằng bất cứ khi nào tôi tức giận với ai đó thân thiết (một người bạn đời, cha mẹ hoặc bạn thân), những cảm xúc bình thường mà tôi dành cho họ biến mất hoàn toàn và như thể họ đã thay đổi từ những người tôi quan tâm thành những người tôi ghét nhất. Sau đó tôi nhận ra rằng tôi thiếu sự đồng cảm, tội lỗi, hối hận, lòng trắc ẩn, bạn muốn gọi là gì cũng được.",1,0,1,0,0,0,0,0,0,0,1
"Tôi đã cảm thấy rất nhiều nhưng không đủ cùng lúc. Tôi trải qua rất nhiều cảm xúc nhưng tôi không thể nhận ra chúng, và rất nhiều điều tôi làm cảm thấy bị ngắt kết nối và nhạt nhẽo. Tôi không còn thích những gì mình từng thích, và ngay cả khi tôi nghĩ mình đang tận hưởng một điều gì đó, tôi cũng không cảm thấy đủ mạnh mẽ về nó.",1,0,0,0,0,1,0,0,0,0,1
"Nếu một thứ gì đó mất quá nhiều thời gian để sửa chữa, tôi sẽ trở nên bực tức và hoàn toàn bỏ cuộc. Điều này đang làm mọi việc trở nên khó khăn trong lớp học, bởi vì nếu tôi không thể viết đúng một từ hoặc nếu tôi phải tiếp tục viết và xóa cùng một từ, tôi sẽ bực tức và muốn đẩy tờ giấy đi.",1,0,0,0,0,0,0,0,0,0,1
Tôi không biết mình đang ảo tưởng hay là một thiên tài.,1,0,0,0,0,0,0,0,0,0,1
Tôi đang cố gắng thực hiện những giấc mơ của mình nhưng tất cả những gì tôi muốn làm trong ngày là tự tử.,1,0,0,0,0,0,0,0,0,0,1
Tôi chỉ cảm thấy mình không thể kiểm soát bất cứ điều gì… như thể tôi luôn phải hoạt động… tôi không bao giờ có thời gian cho bản thân… tôi luôn học hoặc làm việc hoặc nghe những vấn đề của mẹ với chồng cũ.,1,1,0,0,0,0,0,0,0,0,1
"Bắt đầu đủ bình thường và ngày đang diễn ra tốt đẹp và sau đó bùng nổ, tôi tức giận và không giống như 'Ồ tôi tức giận, tôi sẽ vượt qua, đó là cơn giận mà tay bạn run rẩy và bạn bè của bạn biến thành kẻ thù tồi tệ nhất của bạn.",1,0,0,0,0,0,0,0,0,1,1
"Bây giờ tôi béo, tôi làm mọi thứ nhưng tôi có thể giảm cân mỗi ngày, cân nặng của tôi đang thay đổi. Tôi không thể tập trung vào việc học của mình, tôi cũng không có mong muốn làm quen với những người mới. Làm ơn giúp tôi vì bây giờ tôi thậm chí không thể đi xem phim, tôi sợ làm quen với bất cứ ai vì tôi không thể nói chuyện.",1,0,0,0,0,1,0,0,0,0,1
"Tôi biết tôi điên, không có gì sẽ thay đổi chứng rối loạn tâm thần trong linh hồn bệnh hoạn của tôi.",1,0,0,0,0,0,0,0,0,0,1
"Tôi đã nghĩ rằng đây là điều duy nhất bạn giỏi, đừng bao giờ thua hoặc để họ thấy bạn thất bại.",1,0,0,0,0,0,0,0,0,0,1
"Mọi thứ tôi cố gắng thành công đều thất bại vì tôi không đủ giỏi. Tôi không cảm thấy hấp dẫn sau khi sinh con vào năm 2012, 2013. Tôi không cảm thấy thành công, mọi thứ của tôi đều trở nên tồi tệ và tôi đã mất đi ý thức về bản thân.",1,0,0,0,0,0,0,0,1,0,1
Anh ấy không ở bên tôi lúc tôi tồi tệ nhất thì anh ấy không xứng đáng có được tôi lúc tôi tốt nhất?,1,0,0,0,0,0,0,0,0,0,1
"Tôi đôi khi yêu họ quá nhiều và những lúc khác tôi không thể chịu đựng được khi ở gần họ. Gần đây, tôi đã cố gắng hết sức để suy nghĩ tích cực nhưng luôn có điều gì đó xảy ra và chỉ đơn giản là khiến tôi cảm thấy tiêu cực trở lại.",1,0,0,0,0,0,0,0,0,0,1
"Mỗi khi tôi đi chơi với bạn bè, tôi cảm thấy khó chịu và vụng về. Tôi luôn cảm thấy như mình đang giả vờ hoặc đóng kịch trước mọi người mà tôi nói chuyện và tôi chỉ có thể cảm thấy thoải mái khi ở nhà một mình.",1,0,0,0,0,0,0,0,0,0,1
"Mẹ và cha tôi đã tạo dựng một gia đình tốt nhất cho tôi, không bao giờ cãi vã, luôn đối xử đúng mực với chúng tôi và chúng tôi hạnh phúc. Cho đến khi mẹ và cha tôi chia tay, tôi không biết tất cả chi tiết, lúc đó tôi mới 7 tuổi.",1,0,0,0,0,0,0,0,0,0,1
"Tôi nghĩ mình có niềm đam mê với những công việc khác mà tôi đã từng làm trong đời, nhưng hóa ra không phải vậy.",1,0,0,0,0,0,0,0,0,0,1
"Chúng tôi lớn lên cùng nhau và có một mối quan hệ tốt đẹp khi đó. Cho đến khi tôi trở thành một thiếu niên ở trường trung học, thái độ của cô ấy bắt đầu thay đổi.",1,0,0,0,0,0,0,0,0,0,1
"Tôi đã tiêu quá nhiều tiền và chi hết mọi thứ để vào được trường đại học đó mà vẫn không có một kỳ thi nào tôi đỗ, tôi không thể học, tôi cảm thấy ngu dốt, không cần thiết, không xứng đáng với mọi thứ tôi có.",1,0,0,0,0,0,0,0,0,0,1
"Tôi sợ nói chuyện này với nhà trị liệu của mình vì tôi sợ những gì cô ấy có thể nói với tôi. Thêm vào đó, tôi nghĩ bố mẹ tôi đã chán ngấy việc tôi nói về chấn thương của mình và tôi không muốn làm phiền. Giống như đôi khi tôi đang ở đỉnh cao của thế giới và yêu mọi thứ và mọi người và tôi sẵn sàng chuyển ra ngoài và trở thành một bác sĩ, nhưng đôi khi tôi muốn chết hoặc tôi muốn trở thành một đứa trẻ mười tuổi và cuộn tròn lại khóc.",1,0,0,0,0,0,0,1,0,0,1
