Original Text,Label,Emotional Reasoning,Overgeneralization,Should Statements,Personalization,Mental Filter,Disqualifying the Positive,Jumping to Conclusions,Labeling and Mislabeling,Magnification and Minimization,All-or-Nothing Thinking
"Mối quan hệ với mẹ tôi trở nên tồi tệ hơn do một lời nói dối mà tôi đã nói vào tháng 2, điều mà tôi đã hoàn toàn chịu trách nhiệm và tôi biết rằng việc che giấu bệnh trầm cảm của mình với bà và việc tôi đi khám bác sĩ tâm lý mà bà không biết là không ổn, nhưng tôi cảm thấy như bà sẽ không hiểu, vì bà luôn nói với tôi rằng tôi làm quá mọi chuyện và rằng tôi muốn tỏ ra mình là nạn nhân khi tôi khóc, vì vậy tôi xấu hổ khi nói với bà và đối mặt với sự chỉ trích của bà.",1,0,0,0,1,0,0,0,0,0,0
"Dạo gần đây tôi cảm thấy chán nản như không biết mình có đang gặp vấn đề trầm cảm hay không, đôi khi tôi cảm thấy muốn khóc suốt. Bạn trai tôi thực sự không làm cho tình hình tốt hơn. Tôi yêu bạn trai mình nhưng đôi khi tôi cảm thấy anh ấy luôn tấn công tôi về mặt cảm xúc. Tôi không thể nói cho anh ấy biết cảm giác của tôi đôi khi vì anh ấy rất dễ tự ái. Tôi cảm thấy mình luôn là người sai trong mối quan hệ của chúng tôi.",1,0,0,0,1,0,0,0,0,0,0
Tôi không nghĩ bất cứ ai trên thế giới sẽ ghét hoặc đánh giá tôi nhiều hơn chính tôi và điều đó là đáng.,1,0,0,0,1,0,0,0,0,0,0
"Đôi khi tôi có những suy nghĩ khủng khiếp khiến tôi cảm thấy tội lỗi. Tôi hoang tưởng về mọi thứ; mọi người đang nhìn chằm chằm, họ đang nói xấu sau lưng tôi, tôi không thể tin tưởng bất kỳ ai - tâm trạng tôi cứ thay đổi, lúc thì vui vẻ, hạnh phúc, lúc thì tức giận, trầm cảm, lúc thì căm ghét và không thích tất cả mọi người. Điều đó khiến tôi cảm thấy tội lỗi đến mức muốn tự tử, tôi không biết mình phải làm gì để chữa khỏi bệnh.",1,0,0,0,1,0,0,1,0,0,0
"Tôi bất lực, cô ấy lại sắp hủy hoại cuộc đời mình vì một người yêu cũ.",1,0,0,0,1,0,0,0,0,0,0
"Trong vài năm qua (5-6 năm), tôi ngày càng khó kết bạn và duy trì tình bạn. 2 trong số ông bà tôi đã qua đời gần đây và mọi thứ dường như đã trở nên tồi tệ hơn. Ban đầu, tôi không thể tập trung trong lớp (trước khi ông bà qua đời) và điều này cũng ngày càng khó khăn hơn để đối phó.",1,0,0,0,1,0,0,0,0,0,0
Tôi có một người bạn trai tuyệt vời đã 2 năm nhưng tôi sợ có điều gì đó không ổn với mình… Tôi đã phải lòng một người ở nơi làm việc và nghĩ về người này rất nhiều. Tôi cảm thấy mình có vấn đề về cam kết… hầu hết bạn bè tôi đều muốn cưới người đàn ông của tôi nhưng tôi do dự và không biết tại sao. Tôi đoán tôi không thể hiểu tại sao tôi không thể hài lòng như một người bình thường. Điều tôi đang tìm kiếm là gì? Liệu tôi có bao giờ có thể ổn định không? Tôi không muốn mất những gì tôi có với anh ấy nhưng tôi muốn có sự tự do và thời gian tốt để khám phá một người mới.,1,0,0,0,1,0,0,0,0,0,0
Điều đó đang trở thành một sự kiện gần như hàng đêm khi chúng tôi có vài giờ anh ấy mắng mỏ tôi và tôi về cơ bản chấp nhận điều đó và cảm thấy tồi tệ hơn về bản thân hoặc ngày càng oán giận anh ấy.,1,0,0,0,1,0,0,0,0,0,0
"khi còn học trung học, cách dễ nhất để tôi dập tắt nỗi đau là tiệc tùng. cuối cùng điều đó đã quay trở lại tát vào mặt tôi và tôi phải đối mặt với nỗi đau mà tôi đã kìm nén bấy lâu nay, tất cả cùng một lúc",1,0,0,0,1,0,0,0,0,0,0
"Và tôi tự trách mình vì tất cả những điều đó, biết rằng tôi có thể làm tổn thương ai đó.",1,0,0,0,1,0,0,0,0,0,0
Tôi để anh ta thúc ép tôi về mặt tình dục và vượt qua ranh giới của tôi.,1,0,0,0,1,0,0,0,0,0,0
"Tôi không đủ tốt để cô ấy cố gắng tốt hơn, tôi không đủ tốt để giữ cô ấy hạnh phúc, tôi không đủ tốt cho cô ấy vì tôi được 92 điểm sinh học và “làm hỏng cơ hội vào một trường đại học tốt của tôi.",1,0,0,0,1,0,0,0,0,0,0
"Mối quan hệ với mẹ tôi đã trở nên tồi tệ hơn do một lời nói dối tôi đã nói vào tháng 2, điều mà tôi đã hoàn toàn chịu trách nhiệm và tôi nhận thức rằng việc giấu giếm bệnh trầm cảm của tôi với bà và việc tôi đi khám bác sĩ tâm lý mà bà không hề hay biết là không ổn, nhưng tôi cảm thấy như bà sẽ không hiểu, bởi vì bà luôn nói với tôi rằng tôi làm quá mọi chuyện và tôi muốn tỏ ra mình là nạn nhân khi tôi khóc, vì vậy tôi xấu hổ khi nói với bà và đối mặt với sự chỉ trích của bà.",1,0,0,0,1,0,0,1,0,0,0
Gia đình tôi đang trải qua một cuộc chia ly vì dì của tôi.,1,0,0,0,1,0,0,0,0,0,0
"Khi tôi còn học tiểu học, tôi cực kỳ hung hăng và dễ nổi cơn thịnh nộ vượt quá độ tuổi mà hành vi đó là bình thường. Chúng hầu như luôn bị kích hoạt bởi những người khác, đặc biệt nếu tôi bị dồn vào chân tường hoặc họ đứng quá gần tôi.",1,0,0,0,1,0,0,0,0,0,0
"Tôi chủ yếu lo lắng về việc không thể ngừng tự trách mình. Về mặt logic, tôi biết và tự nhủ rằng đó không phải lỗi của tôi. Tuy nhiên, có những dấu hiệu mà tôi đáng lẽ phải chú ý. Tại sao tôi không thấy rằng nếu tôi không thể chịu đựng được khi ở gần anh ta, chủ yếu là vì sự tra tấn của anh ta đối với tôi và gia đình tôi. Tôi đáng lẽ phải biết và tôi chắc chắn phải lắng nghe các chuyên gia. Bây giờ mọi người đã chết, vì tôi đã làm họ thất vọng",1,0,0,0,1,0,0,0,0,0,0
"Tôi chưa bao giờ hỏi hay có dũng khí tìm kiếm sự giúp đỡ trước đây, chủ yếu vì tôi không muốn trở thành gánh nặng cho người khác và cảm thấy 'vấn đề' của mình (nếu có) không quan trọng.",1,0,0,0,1,0,0,0,0,0,0
Tôi cảm thấy vô cùng hối hận về tất cả những gì tôi đã làm để đẩy anh ấy ra xa trong mối quan hệ.,1,0,0,0,1,0,0,0,0,0,0
Tôi bị tê liệt vì cô đơn. Chủ yếu vì hành vi của tôi là chống đối xã hội và đáng ghét.,1,0,0,0,1,0,0,0,0,0,0
"Tôi cảm thấy đó là lỗi của tôi, sự bất an của tôi, nỗi đau tiềm ẩn của tôi, sự thiếu xinh đẹp hoặc gợi cảm của tôi hoặc cân nặng của tôi hoặc bất kỳ điều tương tự nào khác. Tôi cảm thấy kém cỏi hơn một con người khi tôi phải thủ dâm.",1,0,0,0,1,0,0,0,0,1,0
Những giọng nói luôn quen thuộc (người mà cô ấy biết) Tôi rất lo lắng về điều này và hy vọng nó không liên quan gì đến việc mang thai của tôi khi đang tại ngũ.,1,0,0,0,1,0,0,0,0,0,0
"Một mặt, tôi buồn và có lỗi vì cách nói chuyện và cằn nhằn thô lỗ của mình; mặt khác, tôi tin rằng người đó là người đã làm tôi tức giận và anh/cô ấy xứng đáng với những lời lẽ thô tục của tôi.",1,0,0,0,1,0,0,0,0,0,0
Hầu hết thời gian tôi không thể trò chuyện bình thường (tôi nói chuyện với người khác nhưng không nhiều như tôi muốn) và cảm thấy mình thiếu tập trung hoặc không đủ chú ý đến người khác và những gì họ đang nói với tôi.,1,0,0,0,1,0,0,0,0,0,0
"Vấn đề là nếu tôi không làm tốt bài đầu tiên, gia đình và người thân của tôi sẽ rất tức giận với tôi và tôi sợ hãi khi nghĩ về điều đó. Ngoài ra, ngành mà tôi quan tâm có sự cạnh tranh gay gắt nên khả năng tôi được nhận vào đó là cực kỳ thấp. Tôi cảm thấy có lỗi vì đã phản bội niềm tin của cha mẹ vào tôi.",1,0,0,0,1,0,0,0,0,0,0
"Nhưng, tôi không thể không cảm thấy mình không có quyền tự gọi mình là nạn nhân.",1,0,0,0,1,0,0,0,0,0,0
"Bạn tôi chết vào đầu năm 2011 vì tự tử; chỉ vài tháng trong năm. Khoảng thời gian sau khi chúng tôi ngừng gặp nhau hoàn toàn là mùa thu và mùa đông năm 2010. Tôi vẫn cố gắng giữ liên lạc qua tin nhắn, mặc dù hôm nay, tôi không chắc liệu những tin nhắn đó có nhiều hơn ""Bạn có thể đi chơi không?"" ""Tuần này không được, xin lỗi."" ""Ok."" mà tôi sợ có thể là thật, mặc dù một phần trong tôi cũng muốn nói rằng trong khi một số tin nhắn như vậy, nhiều nhiều tin nhắn khác là tôi bắt chuyện và hỏi ngày hoặc tuần của cô ấy thế nào.",1,0,0,0,1,0,0,0,0,0,0
"Tôi quyết định sẽ không tham gia cùng anh ấy nữa vì cảm giác khó chịu mà nó mang lại cho tôi đã ngăn cản tôi tận hưởng bản thân. Kể từ đó, tôi đã biết trong thâm tâm rằng anh ấy vẫn làm điều này. tin rằng điều đó giúp anh ấy ""chung thủy"" với tôi vì tôi không còn quan tâm nữa.",1,0,0,0,1,0,0,0,0,0,0
Tôi không nghĩ mình có quyền buồn vì cuộc sống của tôi rất tốt so với hầu hết mọi người nhưng tôi không cảm thấy hạnh phúc. Tôi bối rối không biết mình có vấn đề gì hay thậm chí có vấn đề gì không. Tôi hầu như không có bạn bè và cứ tự cô lập mình khỏi người khác ngay cả khi sau đó tôi cảm thấy buồn và cô đơn.,1,0,0,1,1,0,0,0,0,0,0
"Dù thức dậy mỗi sáng và SỐNG có đau đớn đến mấy, họ cũng sẽ không để tôi chết. Tôi sẽ là người ích kỷ nếu bỏ rơi họ như thế này. Nhưng không phải họ cũng ích kỷ sao khi bắt tôi sống dù cuộc sống này làm tôi nghẹt thở?",1,0,0,0,1,0,0,0,0,0,0
"Nhưng thường xuyên tôi cảm thấy chán nản, tôi ăn uống để tìm sự thoải mái, tôi cảm thấy mình là một người cha tồi tệ, tôi cảm thấy mình không hỗ trợ gia đình đúng cách và cảm thấy cực kỳ có lỗi khi có những cảm giác này.",1,1,0,0,1,0,0,0,0,0,0
"Làm sao tôi có thể ngăn mình mất kiểm soát, đột nhiên tôi sẽ phát điên la hét hết cỡ vào bạn trai tôi?",1,0,0,0,1,0,0,0,0,0,0
"Tôi yêu các con tôi; tôi thích ở bên chúng. Nếu có lựa chọn, tôi sẽ không bao giờ rời xa chúng. Tuy nhiên, tôi không thể cảm thấy mình là một người cha tốt vì đã cho phép chúng sống trong môi trường mà tôi đã tạo ra.",1,0,0,0,1,0,0,0,0,0,0
"Có vẻ như bất cứ điều gì tôi làm bây giờ tôi cũng sai. Nói chuyện với mọi người khiến tôi cảm thấy mình là người tìm kiếm sự chú ý, cầu xin họ chú ý đến tôi.",1,0,0,0,1,0,0,0,1,0,0
"Tôi luôn giữ cảm xúc trong lòng và bây giờ tôi nhận ra rằng tôi thực sự không thể giải tỏa chúng. Tôi không thể khóc dù cố gắng đến mấy và tôi đã không khóc trong khoảng một năm nay, thậm chí không phải vì đau đớn — 2 tháng trước tôi bị một mảnh kính lớn xuyên qua ngón tay và nó bị kẹt lại. Sau khi được kéo ra ở bệnh viện, tôi có một lỗ lớn nhưng tôi không khóc dù nó đau như địa ngục.",1,0,0,1,1,0,0,0,0,0,0
Tôi đối phó với cảm xúc của mình trước mặt người khác và ảnh hưởng đến họ thay vì đối phó với cảm xúc của mình một cách riêng tư.,1,0,0,0,1,0,0,0,0,0,0
"Có những lúc tôi cảm thấy hoàn toàn ổn về mặt cảm xúc, nhưng tôi sẽ thấy mình nghĩ ""Tôi ghét cuộc sống của mình"" hoặc ""Tôi là một thứ vô giá trị"" hoặc những điều tương tự.",1,0,0,0,1,0,0,0,0,0,0
Và tôi cứ nhảy vào võ đài để nhận thêm những cú đấm.,1,0,0,0,1,0,0,0,0,0,0
Có những hành động mà mọi người làm khiến tôi cảm thấy rất tức giận và kinh khủng.,1,0,0,0,1,0,0,0,0,0,0
"Tôi rất đau khổ, vì tôi yêu anh ấy và vì tôi cảm thấy tội lỗi rằng tôi là người đã gây ra toàn bộ vấn đề.",1,0,0,0,1,0,0,0,0,0,0
"Mối quan hệ của chúng tôi chưa bao giờ là tốt đẹp nhất, và khi tôi lớn lên nó chỉ trở nên tồi tệ hơn, đến mức tôi đang tự hỏi liệu họ có lạm dụng tôi hay tôi đang phản ứng thái quá.",1,0,0,0,1,0,0,0,0,0,0
"Tôi chỉ muốn biết có điều gì sai với tôi, và liệu có điều gì tôi có thể làm để ngăn chặn nó không.",1,0,0,0,1,0,0,0,0,0,0
"Ví dụ, tôi nhặt thứ mà tôi nghĩ là một hạt giống trên sàn nhà và đó là một con bọ. Tôi nhảy lên và nó rơi xuống cống. Tôi bắt đầu ám ảnh với những suy nghĩ như “bạn biết bạn là một người khủng khiếp” và “nếu bạn không thể cứu một con bọ thì làm sao bạn có thể mong được coi là tử tế”.",1,0,0,0,1,0,0,0,0,1,0
Tôi cảm thấy như mình đang nói dối và che giấu.,1,0,0,0,1,0,0,0,0,0,0
"Trước khi tôi bị trầm cảm, tôi chưa bao giờ gặp vấn đề gì. Tôi chưa bao giờ nghi ngờ bạn bè của mình. Tôi coi lời đồng ý của họ là đồng ý. Bây giờ tâm trí tôi phân tích mọi thứ đến mức tôi kiệt sức và mệt mỏi vì suy nghĩ quá nhiều. Tôi là một người đơn giản như vậy trước khi bị trầm cảm. Và tôi không thích như thế này vì tôi đang làm khó bạn bè của mình..vì tôi luôn nghi ngờ họ HOẶC đoán những điều mà tôi nghĩ họ có thể đang nghĩ..mà 99% thời gian là sai. Tôi chưa bao giờ là một người bất an…điều này có nghĩa là bây giờ tôi như vậy? Tôi muốn mọi thứ đơn giản..nhưng trầm cảm khiến nó trở nên quá khó khăn. Tôi cảm thấy như mình nên tự cô lập bản thân với những người khác..vì tôi không thể là một người bạn thực sự nếu tôi không thể thực sự tin tưởng họ. Tôi làm cho cuộc sống của họ trở nên khó khăn. Và tôi không muốn. Có lẽ tôi quá bảo vệ. Có lẽ tôi quá gắn bó đến mức tôi vượt quá giới hạn. Tôi không biết.",1,0,0,0,1,0,0,0,0,0,1
Tôi không tin điều này là bình thường nhưng anh ấy gần như đã thuyết phục tôi rằng tôi có lỗi trong những điều khoản này.,1,0,0,1,1,0,0,0,0,0,0
"Bố tôi giữ cô ấy để cố gắng ngăn cô ấy, và khi cô ấy đang cố gắng thoát ra, cô ấy nhìn lại tôi và nói với tôi rằng nếu cô ấy chết thì đó là lỗi của tôi. Điều này dẫn đến việc tôi tin rằng mọi thứ luôn là lỗi của tôi.",1,0,1,0,1,0,0,0,0,0,0
"Nhưng bây giờ khi tôi vừa phá hỏng một mối quan hệ khác, tôi quyết định mình nên tìm kiếm sự giúp đỡ. Khi còn nhỏ, tôi luôn bị anh trai mình hạ thấp và cảm thấy mình không bao giờ đủ tốt vì bố tôi sẽ không bao giờ chúc mừng tôi về bất cứ điều gì, chỉ nói rằng tôi có thể làm tốt hơn. Bây giờ khi tôi đang cố gắng có một mối quan hệ với các cô gái, tôi luôn khiến họ ghét tôi bằng cách tự hạ thấp bản thân. Mọi thứ tôi làm chỉ khiến tôi cảm thấy tồi tệ hơn về bản thân, và tôi cần giúp đỡ với sự tự tin của mình trước khi tôi tự làm mình bị thương.",1,0,0,0,1,0,0,0,0,0,0
"Giáo viên của tôi ở trường không dạy tài liệu nhưng mong đợi chúng tôi biết cách làm ở trình độ của anh ấy mặc dù chúng tôi là người mới bắt đầu (AP Language). Anh ấy luôn cho mọi người điểm kém và không bao giờ khen ngợi chúng tôi khi chúng tôi làm tốt. Các bài giảng của anh ấy cho cả lớp không hơn gì việc nói rằng tất cả chúng tôi là những học sinh tệ hại và nên nhận điểm thấp hơn nữa. Anh ấy làm tôi cảm thấy không được mong muốn và việc đến lớp của anh ấy khiến tôi thực sự lo lắng. Tôi hiện đang cố gắng bỏ lớp, nhưng hiệu trưởng của tôi không trả lời email của tôi về vấn đề đó. Tôi muốn nhận được sự giúp đỡ, nhưng một phần khác trong tôi cảm thấy như tôi không xứng đáng.",1,0,0,0,1,0,0,0,0,0,0
"Lớn lên trong gia đình nuôi, tôi cảm thấy mình bị hạ thấp vì mọi điều mình làm. Tôi cảm thấy mình kém cỏi trong việc thể hiện tình cảm với anh ấy.",1,0,1,0,1,0,0,0,0,0,0
"Anh ấy nghĩ rằng tôi ở lại lâu như vậy vì tôi thực sự thích bị lạm dụng tình dục, và mặc dù anh ấy không cố ý, anh ấy làm tôi cảm thấy như anh ấy nghĩ tôi thật ghê tởm. Tôi không biết làm thế nào để nói chuyện với anh ấy mà cả hai chúng tôi không cảm thấy mình là những người kinh khủng và tôi không biết làm thế nào để vượt qua những gì đã xảy ra khi tôi cảm thấy việc mình buồn bã về những gì đã xảy ra là không hợp lệ, vì nó không tệ bằng những gì nhiều người trải qua.",1,0,0,0,1,0,0,1,0,0,0
"Kết quả là, bất cứ điều gì tồi tệ xảy ra trong cuộc đời tôi, tôi đều đổ lỗi cho anh ấy.",1,0,0,0,1,0,0,0,0,0,0
Tôi đoán tôi không thực sự lên kế hoạch cho nó hoặc nghĩ về cách nó có thể ảnh hưởng đến tôi.,1,0,0,0,1,0,0,0,0,0,0
"Tôi không thể tìm ra điều gì sai với mình, nhưng chắc chắn là có.",1,0,0,0,1,0,0,0,0,0,0
"Tôi lo lắng về cách mình sẽ đối phó và cách mình sẽ làm mọi thứ, rất nhiều câu hỏi 'nếu thì' và 'làm thế nào', tôi biết đó không phải là cách, nhưng tôi thấy mình làm những điều này và sau đó cảm thấy tội lỗi nếu tôi chưa hoàn thành chúng.",1,0,0,1,1,0,0,0,0,0,0
"Tôi không biết tại sao anh ấy lại ghét sex và bộ phận sinh dục nữ của tôi đến vậy. Tôi biết đó không phải lỗi của tôi. Tôi biết mình vui vẻ, phóng khoáng, sạch sẽ và đầy đam mê. Chắc chắn có điều gì đó khiến anh ấy như vậy, có thể là do di truyền hoặc một trải nghiệm trong đời, hoặc cả hai.",1,0,0,0,1,0,0,0,1,0,0
"Tôi cảm thấy mình hết lựa chọn và tôi lo lắng cho em gái mình sẽ nghĩ gì về tình huống này trong tương lai. Tôi không biết tại sao mình lại có những hành động đó, nhưng tôi tin rằng việc bắt nạt và xem video không phù hợp đã đóng một vai trò. Tôi nhớ mình thường xuyên bị bắt nạt ở trường và cố gắng hòa nhập với đám đông. Tôi không muốn đổ lỗi cho bất cứ ai hay môi trường xung quanh về sự việc này.",1,0,0,0,1,0,0,1,0,0,0
"Sự kiên nhẫn của tôi đang cạn dần và tôi đang rất muốn có trải nghiệm với một cô gái ngoài đời thực, điều đó dường như quá dễ dàng đối với những người đàn ông trẻ hơn tôi rất nhiều, và tôi cảm thấy đó là hậu quả của sự nhút nhát dường như sẽ không biến mất sớm.",1,0,0,0,1,0,0,0,0,1,0
Chúng tôi là bạn bè trước khi họ kết hôn nên tôi đoán bạn có thể nói rằng tôi đã bị cướp mất một người vợ và bị cướp mất một cuộc đời.,1,0,0,0,1,0,0,0,0,0,0
"Trong quá khứ, tôi đã cố gắng nói với anh ấy rằng hành động của anh ấy khiến tôi cảm thấy thế nào, và nó ảnh hưởng đến tôi ra sao, nhưng anh ấy đã phản ứng một cách phòng thủ và cuối cùng tôi cảm thấy tồi tệ hơn, như thể mọi thứ là lỗi của tôi.",1,0,0,0,1,0,0,0,0,0,0
"Một tháng sau, anh ta đưa một người phụ nữ khác vào nhà tôi và tiếp tục quan hệ tình dục với cô ta trong khi một người bạn khác của anh ta đang đến thăm. Có điều gì đó sai với tôi mà điều này lại xảy ra. Tôi không có ai để tin tưởng. Tôi đã cố gắng trở thành một người phụ nữ tốt. Điều này khiến tôi rất bối rối và tôi nghĩ mình đang phát điên, bây giờ.",1,0,0,1,1,0,0,0,0,0,0
"Tuy nhiên, suy nghĩ đó cứ ám ảnh tôi rằng tôi chỉ đang tìm kiếm sự chú ý.",1,0,0,0,1,0,0,0,0,0,0
"Tôi không biết phải làm gì, bắt đầu đối phó với điều này như thế nào, tôi biết anh ấy phải đưa ra lựa chọn, nhưng tôi không biết mình có thể nói gì. Tôi bị buộc tội là không hiểu, tôi hỏi tại sao anh ấy lại bay về để cưới tôi.",1,0,0,0,1,0,0,0,0,0,0
"Đây là lần đầu tiên tôi bước vào thế giới công ty và vì tôi là nạn nhân của lạm dụng tình dục trẻ em lặp đi lặp lại, tôi có lòng tự trọng rất thấp, vấn đề tin tưởng và chia sẻ. Tôi đã không chắc mình có thể tồn tại trong thế giới cạnh tranh khốc liệt này hay không. Mọi thứ ám ảnh tôi và tôi ghét bản thân mình, và khi một chàng trai, ngay cả vì những lý do sai trái, nói rằng anh ấy thích tôi, tôi đã tan chảy.",1,0,0,0,1,0,0,1,0,0,0
"Tôi rất bối rối với tâm lý của chính mình, một mặt tôi thích ở một mình và sẽ tránh gặp gỡ và duy trì các mối quan hệ với bạn bè hoặc nỗ lực vào những tình bạn này. Tôi đoán điều này là do tôi không thích thỏa hiệp với thói quen hàng ngày của mình hoặc trong cuộc sống… vì vậy một cách ích kỷ, nếu tôi gặp ai đó thì đó sẽ là vì tôi muốn. Điều này hiếm khi xảy ra.",1,0,0,0,1,0,0,0,1,0,0
"Tôi cảm thấy điều này là do tôi rất giống vợ cũ của anh ấy, mẹ tôi.",1,0,0,0,1,0,0,0,0,0,0
"Anh ấy chưa bao giờ lừa dối, nói dối hay bất cứ điều gì tương tự. Anh ấy luôn thành thật với tôi và không bao giờ quên thể hiện tình cảm và nói cho tôi biết anh ấy quan tâm đến tôi nhiều như thế nào. Nhưng tôi không thể tin tưởng anh ấy. Và tôi bị lo lắng chia ly cực kỳ nặng khi không ở bên anh ấy. Tôi luôn muốn cố gắng kiểm soát anh ấy, anh ấy ở với ai, anh ấy đi đâu, anh ấy đang làm gì, và tôi không bao giờ muốn anh ấy làm bất cứ điều gì nếu tôi không tham gia. Và điều đó đang bắt đầu hủy hoại mối quan hệ của chúng tôi.",1,1,0,0,1,0,0,0,0,0,0
"Tôi có một nỗi sợ hãi kinh khủng về cái chết của mẹ. Bà đã ở tuổi tám mươi và tôi cảm thấy mình không thể sống thiếu bà. Tôi cảm thấy tội lỗi vì không chuyển đến nơi bà sống để dành thời gian quý giá cho bà, nhưng tôi đang học luật ở đây (đi học luật vì tôi nghĩ nó sẽ chữa khỏi trầm cảm) và cũng có một công việc tốt.",1,0,0,0,1,1,0,0,0,0,0
"Tôi thường xuyên làm gia đình xấu hổ. Tôi tự trách mình nhiều ngày sau đó. Chắc chắn đã đủ lớn để học cách kiểm soát lời nói của mình, nhưng vẫn chưa thành công. Đã nghĩ đến thôi miên để kiểm soát bản thân nhưng sau đó lại tự nhủ rằng mình thông minh và có thể làm tốt hơn.",1,0,0,0,1,0,0,0,0,0,0
"Tôi sống cách đó 10 giờ lái xe, và mỗi khi mẹ tôi gọi điện để nói với tôi rằng có chuyện gì đó xảy ra với anh ấy, tôi cảm thấy tội lỗi vô cùng. 1. Vì sống xa và cảm thấy bất lực. 2. Vì quyết định không có mối quan hệ với anh trai mình vì tôi cảm thấy anh ấy là người độc hại.",1,0,0,0,1,0,0,0,0,0,0
"Tôi rất yêu em trai mình và tôi không bao giờ có thể làm hại ai, nhưng tôi rất sợ những thôi thúc đó sẽ trở thành hiện thực. Tôi hình dung ra tình huống đó và ngay khi tôi thoát ra khỏi nó, tôi bắt đầu tự hỏi mình bị làm sao, tại sao tôi lại như thế này.",1,0,0,0,1,0,0,1,0,0,0
"Vấn đề của tôi là thế này, mỗi một và ý tôi là mỗi một điều tôi làm mà không được thực hiện đến mức hoàn hảo thì tôi đều tự trách mình. Hơn nữa, nó đã dẫn đến sự căm ghét bản thân và một nỗi buồn sâu sắc.",1,0,0,0,1,0,0,0,0,0,0
