Original Text,Label,Emotional Reasoning,Overgeneralization,Should Statements,Personalization,Mental Filter,Disqualifying the Positive,Jumping to Conclusions,Labeling and Mislabeling,Magnification and Minimization,All-or-Nothing Thinking
Bây giờ tôi có thể tự kiểm soát nhưng tôi không nghĩ mình có thể làm được mãi mãi.,1,0,0,0,0,0,0,1,0,0,0
Tôi đã sống ở Houston 16 năm và rất khổ sở. Tôi ghét ở đây. nhưng tôi có hai đứa con (6 và 9 tuổi) và đã kết hôn 12 năm. Hôn nhân của tôi thật tồi tệ. Tôi không thể chịu đựng chồng tôi. Mọi thứ anh ấy làm đều khiến tôi khó chịu. Chúng tôi cãi nhau suốt ngày. Chúng tôi không có tiền và mọi thứ dường như tồi tệ hơn mỗi ngày. Tôi sẽ không ngạc nhiên nếu một ngày nào đó tôi mất nhà rất sớm.,1,0,0,0,0,0,1,0,0,0,0
Điều này đã đến mức khủng hoảng khi tôi phải tạm dừng năm thứ 3 đại học vì tôi cảm thấy rất lo lắng về việc mọi người nghĩ tôi điên và các cuộc họp làm tôi kinh hoàng.,1,0,0,0,0,0,0,1,0,0,0
Tôi là cây hài trong nhóm bạn bè của mình và là “người lạc quan tràn đầy năng lượng điên cuồng” luôn làm mọi người vui vẻ.,1,0,0,0,0,0,0,0,1,0,0
"Dù vậy, mẹ tôi luôn nhìn tôi với vẻ khó chịu.",1,0,0,0,0,0,0,1,0,0,0
"Tôi sợ rằng sự việc này sẽ luôn là một vết nhơ trong hồ sơ mối quan hệ của tôi với anh ấy, và rằng anh ấy sẽ chỉ thấy nỗi đau bị phản bội và lừa dối, khi đó không phải là ý định của tôi.",1,1,0,0,0,0,0,0,0,0,0
"Không ai hiểu tôi, và tôi không thể giải thích vì Chúa biết họ sẽ phản ứng thế nào.",1,0,1,0,0,0,0,0,0,0,0
"Tôi cảm thấy bị cướp đi cơ hội nói chuyện với cô ấy. Bây giờ bố cô ấy muốn tôi nói chuyện với cô ấy, mẹ cô ấy muốn tôi đi tư vấn, và tôi muốn phớt lờ vì tôi thành thật nghĩ rằng đây là một loại bẫy mà mẹ cô ấy đang giăng ra với hy vọng giành được quyền nuôi con toàn phần.",1,1,0,0,0,0,0,0,0,0,0
"anh trai tôi luôn được mọi thứ, anh ấy đến gặp bố tôi và nhận được £30 hoặc hơn mỗi lần anh ấy nhận tiền cho những thứ khác hàng ngày và khi tôi đến gặp bố tôi, tất cả những gì tôi nhận được chỉ là £5. Anh trai tôi cũng nhận được một chiếc Xbox Connect từ bố tôi. Tôi đã hỏi bố tôi một chiếc Xbox 360 và ông ấy nói ông ấy không có tiền nhưng ông ấy luôn mua đồ cho anh trai tôi và khi anh trai tôi về nhà, anh ấy khoe khoang về nó và tôi bắt đầu chán ngán. Sinh nhật tôi đến và tất cả những gì ông ấy tặng tôi chỉ là một món đồ trang trí nhỏ. Tôi không muốn tỏ ra vô ơn, chỉ là ông ấy đối xử với anh trai tôi khác với tôi, ông ấy nên đối xử với cả hai chúng tôi như nhau nhưng ông ấy không làm. Tôi nghĩ đó là sự thiên vị.",1,1,0,0,0,0,0,0,0,0,0
"Tôi 17 tuổi và lẽ ra phải vào đại học vào năm tới, nhưng tôi quá sợ hãi không biết có nên đi không. Tôi có tiền sử trầm cảm, lòng tự trọng rất thấp, và tôi biết tôi có nhiều triệu chứng của OCD và lo âu, đặc biệt là GAD. Ý nghĩ đi đại học vào thời điểm này khiến tôi kinh hoàng vì tôi lo lắng rằng tất cả các vấn đề của mình sẽ ngày càng trở nên tồi tệ đến mức tôi không thể đối phó được nữa.",1,0,0,0,0,0,1,0,0,0,0
Tôi không thể tưởng tượng được cuộc sống không có anh ấy. Tôi chưa bao giờ yêu ai như tôi yêu anh ấy. Vấn đề duy nhất là chúng tôi cãi nhau suốt ngày. Anh ấy thực sự làm tôi phát điên và chúng tôi hiếm khi hạnh phúc nữa.,1,0,0,0,0,0,1,0,0,0,0
"tôi có tất cả mọi thứ khiến tôi ghét bản thân, tôi đến phòng tập gym nhưng vẫn ghét bản thân, tôi cũng đã cố gắng điều trị mụn trứng cá nhưng không có tác dụng. điều này thực sự ảnh hưởng đến lòng tự trọng và cuộc sống xã hội của tôi, tôi không cảm thấy tự tin chút nào và tôi ghét bản thân",1,0,0,0,0,0,1,0,0,0,0
"Tôi cảm thấy vô giá trị và không được yêu thương, và một ngày nọ, tôi nhận ra điều này là đúng. Tôi nghĩ đó là lỗi của tôi, ngay cả khi tôi đã được bảo rằng không phải.",1,0,0,0,1,0,0,0,0,0,0
"Tôi cảm thấy tê liệt hoặc buồn, và tôi cũng rất lo lắng rằng bạn trai tôi không còn thích tôi nữa hoặc đang lừa dối (mặc dù anh ấy không có lý do gì để tôi cảm thấy như vậy).",1,1,0,0,0,0,0,0,0,0,0
"Tôi có lòng tự trọng cực kỳ thấp mà không rõ lý do; mẹ và gia đình tôi luôn cố gắng hết sức để nói với tôi rằng tôi xinh đẹp, và đôi khi tôi cảm thấy như vậy, nhưng đôi khi tôi cảm thấy thật khủng khiếp, điều này thật ích kỷ khi tôi nghĩ về nó. Tôi cũng cảm thấy rất tự ti về tính cách của mình, vì cảm thấy như không ai thích tôi, có lẽ nghĩ tôi phiền phức hoặc tôi không đáng để họ nói chuyện.",1,0,0,0,0,0,1,0,0,0,0
"Và tôi cảm thấy mình sẽ không bao giờ là người đàn ông mà cô ấy thực sự ngưỡng mộ, không phải là một nhạc sĩ tài năng và thơ mộng, nổi tiếng",1,0,0,0,0,0,0,1,0,0,0
"Xin chào, cảm ơn bạn đã đọc, Mọi người nói suy nghĩ quá nhiều là nghĩ về một vấn đề đã cho quá nhiều đối với tôi, giả sử tôi gặp một số rắc rối một tuần trước và bây giờ tôi đã đưa ra quyết định và vấn đề đó đã được giải quyết và tôi biết điều đó, tuy nhiên khi tôi rảnh rỗi hoặc hạnh phúc, tôi buộc mình phải nghĩ về nó và mọi thứ, tôi không thể dừng lại và tôi làm điều đó cho đến khi tôi không còn cảm thấy hạnh phúc.",1,0,0,0,0,0,0,1,0,0,0
Tôi sợ mọi người có thể nghe thấy những gì tôi đang nghĩ và tất cả họ chỉ đang cố gắng che giấu điều đó khỏi tôi.,1,1,0,0,0,0,0,0,0,0,0
"Tôi đã hai lần cố gắng tự tử và tôi đổ lỗi cho mẹ tôi về điều đó. Tôi nghĩ cô ấy là một người khủng khiếp, không yêu tôi hay bất cứ ai ngoài bản thân mình.",1,0,0,0,0,0,0,0,1,0,0
Tôi cũng đang đối mặt với khả năng mang thai đứa con thứ hai của anh ấy mà thành thật mà nói tôi không nghĩ mình có thể có được vì tôi đã sinh mổ và tôi sợ mình sẽ không đủ mạnh mẽ về mặt tinh thần để trải qua một thai kỳ khác vì trải nghiệm lần trước quá khó khăn.,1,0,0,0,0,0,0,1,0,0,0
"Tôi không thể giao tiếp với cô ấy trong hầu hết mọi khía cạnh trong cuộc sống của tôi, vì chúng tôi không thể hiểu nhau.",1,0,1,0,0,0,0,0,0,0,0
Cô gái này thật không thể chịu nổi! Cô ấy ích kỷ và không thể nghĩ cho ai khác ngoài bản thân. Tôi tin rằng cô ấy đã đủ lớn để chịu trách nhiệm về những gì mình làm sai và làm phần của mình để giúp chúng tôi trở thành một gia đình.,1,0,0,0,0,0,0,0,1,0,0
"Nó chỉ cảm thấy như họ có thể không coi trọng tôi hoặc nghĩ rằng tôi đang tìm kiếm sự chú ý. Và tôi không muốn họ nhìn tôi khác đi như thể tôi là một kẻ điên vì tôi lo lắng. Tôi muốn nói với họ, nhưng tôi chỉ không thể. Tôi không cảm thấy mình đáng để họ dành thời gian.",1,0,0,0,0,0,0,1,0,0,0
Cả đời tôi chưa bao giờ có niềm đam mê nào với bất cứ điều gì. ,1,0,1,0,0,0,0,0,0,0,0
Tôi cảm thấy chồng mình từ chối sống trong thực tại.,1,0,0,0,0,0,0,1,0,0,0
"Khi chúng tôi mới quen nhau, mối quan hệ của chúng tôi thật hoàn hảo. Chúng tôi đã là bạn một thời gian và quyết định đưa mối quan hệ lên một tầm cao mới. Anh ấy chu đáo và yêu thương và khiến tôi cảm thấy đặc biệt.",1,0,0,0,0,0,0,1,0,0,0
"Mỗi khi tranh cãi, tôi luôn là người bị người khác hạ thấp.",1,0,1,0,0,0,0,0,0,0,0
"Mọi người không thực sự quan tâm đến tôi, tôi là người họ gọi chỉ khi họ cần điều gì đó.",1,0,0,0,0,0,0,1,0,0,0
"Tuy nhiên, tôi có thể kết luận rằng việc cô ấy hủy bỏ cuộc gặp gỡ ngẫu nhiên của chúng tôi là để ở bên người đó. Tôi vẫn cố gắng tử tế nhất có thể với X, nhưng cuối cùng, tôi cảm thấy như mình không còn biết cô ấy nữa.",1,0,0,0,0,0,0,1,0,0,0
"Tôi mất một thời gian rất dài để học cách tin tưởng nhà trị liệu của mình. Gần đây lòng tin của tôi đã bị lung lay. Thật phức tạp nhưng tôi cảm thấy mình khó có thể tự mình được hiểu, và đôi khi tôi cảm thấy nhà trị liệu của tôi đang bao che cho tôi, và nhà trị liệu của tôi đang chịu đựng tôi chứ không phải đánh giá cao tôi.",1,0,0,0,0,0,0,1,0,0,0
"Ngay bây giờ, dường như dù tôi làm gì thì tôi cũng bị mắc kẹt và tôi cảm thấy mình không thể nói chuyện với bất cứ ai về cảm giác của mình vì họ sẽ chỉ nghĩ rằng tôi sẽ vứt bỏ mọi thứ vì vị hôn phu của tôi thật tuyệt vời.",1,0,0,0,0,0,0,1,0,0,0
"Bước vào lớp 8, tôi ban đầu có hy vọng, tôi hy vọng tôi sẽ quay lại và tôi sẽ trở lại với nhịp sống cũ và mọi thứ sẽ ổn, nhưng khi tôi quay lại thì chỉ có nhiều vấn đề hơn. Tôi không tin ai cả, mỗi khi tôi ở bên bạn bè, tôi chỉ cảm thấy cô đơn, và tôi nghĩ rằng họ có lẽ muốn tôi đi để họ có thể thực sự vui vẻ. Một phần trong tôi tự hỏi liệu tất cả điều này có phải là nghiệp báo, và tôi thực sự là một người xấu, hay một kẻ ái kỷ đang chịu đựng hậu quả từ hành động của mình.",1,0,0,0,0,0,0,0,1,0,0
"Khi ai đó cố gắng nói chuyện với tôi, tôi trở nên rất lo lắng về những gì họ nghĩ về tôi đến nỗi cuối cùng tôi tỏ ra không quan tâm hoặc thậm chí có thể là kênh kiệu, có lẽ vậy. Tôi luôn nghĩ rằng mọi người đang nói xấu sau lưng tôi hoặc nghĩ xấu về tôi. Bất cứ khi nào ai đó thì thầm với người khác, tôi gần như cho rằng họ đang nói xấu về tôi, và tôi hoảng loạn. Ở trường, tôi quá lo lắng liệu tôi có mùi khó chịu hay nếu lớp trang điểm của tôi bị lem, tôi tưởng tượng mọi người đang nhìn tôi một cách kỳ lạ. Tôi luôn nghĩ rằng mọi người nghĩ tôi là một kẻ thua cuộc, và tôi sẽ không rời khỏi nhà mà không trang điểm, vì tôi kinh hãi về những gì người khác nghĩ về tôi.",1,0,0,0,0,0,0,1,0,0,0
Tôi luôn có cảm giác thoáng qua rằng cuộc hôn nhân và toàn bộ cuộc sống của chúng tôi chỉ là một vỏ bọc cho hành động của cô ấy để bảo vệ danh tiếng của cô ấy.,1,0,1,0,0,0,0,0,0,0,0
"Anh ta đẩy tôi vào bàn bếp và đặt tay quanh cổ tôi và các con của anh ta ở đó (tôi đã giúp chăm sóc chúng từ khi chúng còn bé, không đùa đâu) vì các con nhìn thấy và khóc, tôi cảm thấy tất cả là lỗi của tôi, vì vậy tôi quỳ xuống và xin tha thứ. Tôi thực sự ghét gia đình mình ngoại trừ mẹ tôi (bà ấy là mẹ tôi), em gái và các cháu gái của tôi.",1,0,0,0,1,0,0,0,0,0,0
"Tôi cảm thấy nếu tôi không thực hiện nỗi ám ảnh của mình thì điều gì đó tồi tệ sẽ xảy ra. Chẳng hạn như nhà tôi bị cháy, thành viên gia đình bị ốm hoặc điều gì đó tồi tệ xảy ra với một con người/động vật khác.",1,0,0,0,1,0,0,0,0,0,0
Bất kỳ loại âm thanh nào cũng làm tôi khó chịu khi tôi ở trong tâm trạng này. Tôi hoặc tin người quá nhiều hoặc không tin họ chút nào. Tôi cảm thấy rất tội lỗi. ,1,0,0,0,0,0,0,0,0,0,1
"Anh ấy chưa bao giờ ủng hộ hay thông cảm, thay vào đó anh ấy lạm dụng và độc ác.",1,0,1,0,0,0,0,0,0,0,0
Tôi không thể chịu đựng được khi cô ấy đến gần và tôi có thể nói rằng anh ấy biết tôi cảm thấy thế nào.,1,0,0,0,0,0,0,1,0,0,0
Tôi đang ở trong tam cá nguyệt thứ 3 và mẹ tôi dường như là một con quỷ!,1,0,0,0,0,0,0,0,1,0,0
"Gần đây tôi cảm thấy thực sự choáng ngợp và nói chung là suy sụp, đặc biệt là về bản thân. Bất cứ khi nào ai đó nói điều gì đó xấu về tôi, tôi cảm thấy vô cùng tội lỗi và bật khóc ngay tại chỗ hoặc sau đó một mình.",1,0,0,0,1,0,0,0,0,0,0
Tôi thiếu động lực và tôi luôn cảm thấy lười biếng. Tôi trì hoãn tất cả công việc học tập của mình và tôi hoàn toàn không có ý thức quản lý thời gian. Tôi thực sự bắt đầu ghét bản thân mình vì tính cách của tôi có quá nhiều khuyết điểm. Tôi không nghĩ mình là một người tốt.,1,0,0,0,0,0,0,0,1,0,0
"Tôi thực sự nhìn thấy một hình ảnh trong đầu về việc bản thân bị đấm, tát, lạm dụng, bắn, chặt đầu, cắt xẻo, đầu bị đè nát bởi một tòa nhà, v.v. Tôi cảm thấy bị xúc phạm sâu sắc khi bị chỉ trích, tôi không ""đi chơi"" với bạn bè và cảm thấy thua kém họ, chưa bao giờ đến một bữa tiệc hoặc buổi tụ tập xã hội khác, tôi cảm thấy người khác luôn đánh giá tôi và họ nhớ mọi sai lầm tôi từng mắc phải mặc dù điều đó là phi logic khi nghĩ như vậy, tôi chưa bao giờ có bạn gái, tôi thấy khó tin tưởng người khác, và lối thoát duy nhất của tôi là những tưởng tượng tôi đắm chìm khi tôi ở một mình.",1,0,0,0,0,0,0,1,0,0,0
"Tôi đã luôn nghĩ đến việc bỏ trốn, nhưng tôi chưa bao giờ đủ dũng cảm để làm như vậy, vì sợ rằng mẹ tôi sẽ luôn tìm thấy tôi và la mắng, trừng phạt tôi.",1,0,0,0,0,0,0,1,0,0,0
"Chúng tôi không bao giờ được phép buồn, hay giận, hay bất cứ điều gì khác ngoài hạnh phúc.",1,0,0,0,0,0,0,1,0,0,0
"Tôi đã viết nhật ký trong nhiều năm, và trong những ghi chép đầu tiên của mình, tôi đã đổ lỗi cho người khác. Tôi nghĩ rằng họ không hiểu tôi.",1,0,0,0,0,0,0,1,0,0,0
"Tại sao bố mẹ tôi lại nói rằng họ muốn tôi chết và bỏ rơi tôi? Mỗi ngày tôi đi học về, tất cả những gì chúng tôi làm ở nhà là cãi nhau về mọi thứ nhỏ nhặt, mẹ tôi đối xử tệ với tôi, tôi cảm thấy muốn bật khóc nhưng tôi không làm, tôi kìm nén. Đôi khi khi tôi cãi nhau với bố mẹ, thật khó để tôi chấp nhận những điều họ nói với tôi. Tôi trở nên rất chán nản nhưng không thể hiện cảm xúc của mình, họ nói tôi không có trái tim và họ không muốn tôi, họ muốn tôi rời đi mãi mãi.",1,1,0,0,0,0,0,0,0,0,0
Anh ta luôn nói dối và độc địa.,1,0,0,0,0,0,0,1,0,0,0
Đôi khi tôi chỉ muốn biến mất và lòng tự trọng và sự tự tin của tôi ở mức thấp nhất mọi thời đại. Bố mẹ tôi xứng đáng có một cô con gái tốt hơn. Một người không có tất cả những vấn đề này.,1,0,0,0,1,0,0,0,0,0,0
"Tôi không có ai để nói chuyện về điều này, vì tôi không muốn bạn bè và gia đình biết tôi đang nghĩ gì, và tôi không muốn họ biết tôi là một kẻ thất bại…",1,0,0,0,0,0,0,0,1,0,0
Tôi thành thật nghĩ rằng tôi vô dụng và không có tương lai phía trước.,1,0,0,0,0,0,0,0,1,0,0
"Tôi muốn có thể nói chuyện với mọi người và thân thiện nhưng mỗi lần tôi cố gắng, tôi chỉ cảm thấy họ không hiểu tôi nên tôi quay lại với những người trong đầu mình.",1,0,0,0,0,0,0,1,0,0,0
"Tôi cảm thấy trong mối quan hệ của chúng tôi, anh ấy thiếu rất nhiều sự tôn trọng đối với tôi. Khi bọn trẻ không có mặt, anh ấy sẽ chửi rủa tôi khi tức giận, bảo tôi đi đi hoặc nghĩ ra điều tồi tệ nhất anh ấy có thể nói để làm tổn thương tôi.",1,0,0,0,0,0,0,1,0,0,0
Nhưng cô ấy dường như dễ dàng tách mình ra khỏi những gì cô ấy đã làm và đang làm & dường như không quan tâm cô ấy đang làm tổn thương và lo lắng cho mọi người đến mức nào.,1,0,0,0,0,0,0,1,0,0,0
"Bất cứ khi nào tôi và đối tác tranh cãi và đối tác bắt đầu phớt lờ tôi, tôi có xu hướng tìm đến bạn bè và kể cho họ nghe chuyện vừa xảy ra.. và tôi biết điều này không đúng! Điều này thường khiến mọi việc trở nên tồi tệ hơn và chúng tôi thậm chí còn mất bạn bè vì hành vi này… tại sao tôi lại làm vậy?",1,0,0,0,1,0,0,0,0,0,0
"Tôi không thể ra khỏi giường, ý nghĩ phải đối mặt với thế giới mỗi ngày khiến tôi khóc và suy nghĩ về cuộc đời mình. Tôi ghét bản thân. Tôi không thể hoạt động trong bất kỳ tình huống xã hội nào và bây giờ tôi thậmậm chí không thể thực hiện bất kỳ nhiệm vụ đơn giản nào nữa.",1,0,1,0,0,0,0,0,0,0,0
Tôi cảm thấy mình như một kẻ thất bại vì mọi người đều giao tiếp và thậm chí không nhận thấy tôi ở đó.,1,0,0,0,0,0,0,1,1,0,0
"Tôi không thể nhìn cô ấy như trước nữa, tôi muốn hét lên, nói với ai đó, nhưng tôi sợ cô ấy sẽ nói dối. Mọi người có lẽ sẽ tin cô ấy hơn tôi, bởi vì gần đây tôi đang gặp một số vấn đề về lòng tin với bố tôi.",1,0,0,0,0,0,0,1,0,0,0
"Tôi sợ rằng mình sẽ bị mắc kẹt với điều này mãi mãi, và do đó các triệu chứng của tôi cứ ngày càng tồi tệ hơn.",1,0,0,0,0,0,0,1,0,0,0
"Bố mẹ tôi từ chối tin rằng tôi có vấn đề gì đó và hàng ngày la mắng tôi, đập phá đồ đạc cũng như lăng mạ tôi về việc tôi vô dụng và luôn hủy hoại cuộc sống của họ! Bạn bè tôi đều nói rằng tôi tuyệt vời và là một người bạn tốt nhưng tôi rất khó tin họ khi chính bố mẹ tôi dường như ghét tôi",1,0,0,0,0,0,0,1,0,0,0
"Bất kỳ nỗ lực vụng về nào của tôi để bắt đầu cuộc trò chuyện cũng sẽ bị cười nhạo, vì vậy chúng nên dừng lại ngay bây giờ. Tôi không đủ hài hước hoặc thú vị, tôi muốn tự gọi mình là 'một cuốn sách mở' nhưng đó chỉ là vì không có gì thú vị về tôi mà tôi có thể che giấu. Tôi không có bất kỳ tài năng hoặc nghề nghiệp nào mà tôi có thể biện minh cho sự cô đơn của mình. Mỗi ngày, một giọng nói bên trong tôi bảo tôi đừng tiếp cận mọi người, bởi vì tôi không được mong muốn ở đó và họ sẽ tốt hơn nếu không có tôi. Tôi thương hại bản thân và điều đó khiến tôi trở nên đáng thương. Nói rằng tôi đáng thương thành tiếng chỉ khiến tôi càng đáng thương hơn. Tôi hoàn toàn trẻ con, nông cạn và buồn tẻ, nhưng mỗi khi tôi cố gắng cải thiện, tôi cảm thấy như mình đang đánh mất con người cũ và điều đó đẩy tôi lùi lại. Tôi cảm thấy mình già, 'lỗi thời' và rất, rất nhàm chán.",1,0,0,0,1,0,0,0,0,0,0
"Ngay bây giờ, tôi cảm thấy vô vọng và bi quan. Tôi không tin mọi thứ sẽ tốt hơn trong thời gian tới và tôi tin rằng cuộc sống sẽ ngày càng tồi tệ hơn kể từ bây giờ.",1,0,0,0,0,0,0,1,0,0,0
Tôi cảm thấy như tôi đã mất cô ấy và tình bạn của chúng tôi đã thay đổi mãi mãi.,1,0,0,0,0,0,0,1,0,0,0
Không có gì tôi làm hay nói là đúng cả.,1,0,1,0,0,0,0,0,0,0,0
"Tất cả họ đều ghét tôi và khi tôi bày tỏ rằng tôi cần giúp đỡ, họ thẳng thừng phớt lờ tôi và mặc dù tôi biết mình đã tự gây ra điều này, nhưng nó vẫn làm tôi đau lòng.",1,0,0,0,0,0,0,1,0,0,0
"Đó là một cảm giác buồn bã, vô vọng như thể tôi không thể kết nối với mọi người hoặc có lẽ không muốn. Tôi được biết là một người rất trầm tính và có rất ít bạn bè. Khi còn nhỏ, tôi thực sự muốn có một người bạn thân nhưng không thực sự biết làm thế nào nên tôi chưa bao giờ có. Khi tôi cảm thấy mình có một tình bạn tốt với ai đó, họ dường như luôn tìm thấy một người khác vui vẻ hơn. Về tình bạn, tôi cảm thấy như mình đã từ bỏ việc cố gắng kết nối vì điều đó chưa bao giờ hiệu quả với tôi trước đây.",1,0,1,0,0,0,0,0,0,0,0
Tôi không thể nói chuyện với một chuyên gia vì việc chẩn đoán gần như chắc chắn sẽ chấm dứt khả năng của tôi để trở thành những thứ này.,1,0,0,0,0,0,0,1,0,0,0
Hàng xóm của tôi 65 tuổi và ông ta rất độc ác.,1,0,0,0,0,0,0,0,1,0,0
Họ làm tôi tổn thương và tôi không thể rũ bỏ mong muốn từ bỏ cuộc sống bây giờ khi tôi biết họ không muốn tôi nữa.,1,0,0,0,0,0,0,1,0,0,0
"Tôi cảm thấy vô cùng lo lắng khi làm các công việc (ngay cả những việc nhỏ như đóng gói/mở hành lý). Sau đó, tôi gạt mọi thứ sang một bên và không làm được gì cả. Thói quen sạch sẽ của tôi như căn hộ đã xuống cấp vì tôi từ chối tự mình tạo động lực để dọn dẹp. Tôi sẽ thấy mình trong bếp rồi trong phòng ngủ vì một lý do nào đó lại ngẫu nhiên trong phòng tắm, cuối cùng không hoàn thành được gì. Tôi cũng cảm thấy bị áp lực về những gì phải làm khi tôi hoàn thành bằng thạc sĩ và cảm thấy mình quá thờ ơ đến mức không thể tìm kiếm việc làm.",1,0,1,0,0,0,0,0,0,0,0
Tôi không thể tập trung ngay cả trong hai phút và tôi sợ rằng điều đó sẽ ảnh hưởng đến sự nghiệp của mình. Hôm qua tôi nhận được kết quả lớp 12 và thấy thất vọng vì tôi mong đợi điểm cao hơn.,1,0,0,0,0,0,1,0,0,0,0
"Họ muốn tôi dành thời gian để suy nghĩ về mối quan hệ của mình, trong khi thực ra tôi biết họ chỉ muốn tôi chấm dứt mối quan hệ.",1,0,0,0,0,0,0,1,0,0,0
Anh ta là mối nguy hiểm đối với chúng tôi và là một người cha tồi tệ.,1,0,0,0,0,0,0,0,1,0,0
"Nhưng ngay khi tôi bước ra khỏi nhà, tôi có cảm giác như mình đang bị tất cả những người xung quanh theo dõi.. họ nghĩ tôi sai.. tôi không phải là người tốt.. Điều đó ám ảnh tôi, tôi cảm thấy rất sợ bị đánh giá sai.. Và đôi khi điều đó xảy ra.. hoặc có thể là mọi lúc.. Tôi không biết làm thế nào để ngừng lo lắng và lấy lại sự tự tin của mình..",1,0,0,0,0,0,0,1,0,0,0
"Một năm sau, chúng tôi chuyển đến sống chung và các con tôi không thể làm gì đúng đắn trong mắt anh ấy.",1,0,0,0,0,0,0,1,0,0,0
"Cuối cùng tôi quyết định khép lại một phần của bản thân vì tôi cảm thấy mình không thể đánh bại nó và nếu tôi không đóng lại cảm xúc của mình, tôi đã tự sát.",1,0,0,0,0,0,0,1,0,0,0
"Không ai anh ấy yêu, nhưng anh ấy sợ rằng nếu anh ấy bộc lộ cảm xúc của mình thì điều đó sẽ chiếm lấy và anh ấy sẽ nổi điên một ngày nào đó trong một thời gian ngắn và làm điều gì đó không thể đảo ngược.",1,0,0,0,0,0,0,1,0,0,0
